,autor,titulo,tema,year
523,Marina  Snitkofsky,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
524,María Verónica Baez,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
525,Diana Jerusalinsky,P114.-Transient  changes expression after habituation ,"Cognition, Behavior, and Memory ",2015
526,Jessica Corralejo,P115.-Influence  of  Video  Games  in  the  Working  Memory  and  Visual Attention of Student of Sports Training Career ,"Cognition, Behavior, and Memory ",2015
527,David Palacios,P115.-Influence  of  Video  Games  in  the  Working  Memory  and  Visual Attention of Student of Sports Training Career ,"Cognition, Behavior, and Memory ",2015
528,David Camacho,P115.-Influence  of  Video  Games  in  the  Working  Memory  and  Visual Attention of Student of Sports Training Career ,"Cognition, Behavior, and Memory ",2015
529,Verónica  de  la  Fuente1°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
530,Candela  Medina1°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
531,Germán  Falasco2°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
532,Leandro  Urrutia2°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
533,Silvia Vázquez2°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
534,María Eugenia Pedreira1°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
535,Arturo Romano1°,P116.-Micro-Positron  Emission  Tomography  Study  of  Memory Reconsolidation ,"Cognition, Behavior, and Memory ",2015
536,Diego Pablo de la Hera1°,P117.-Peer tutoring in changing children's models of the Earth ,"Cognition, Behavior, and Memory ",2015
537,Cecilia Inés Calero2°,P117.-Peer tutoring in changing children's models of the Earth ,"Cognition, Behavior, and Memory ",2015
538,Mariano Sigman1°2°,P117.-Peer tutoring in changing children's models of the Earth ,"Cognition, Behavior, and Memory ",2015
539,Ana Belén de Landeta,P118.-Retrosplenial cortex is necessary for consolidation and expression of object recognition memories ,"Cognition, Behavior, and Memory ",2015
540,Jorge H. Medina,P118.-Retrosplenial cortex is necessary for consolidation and expression of object recognition memories ,"Cognition, Behavior, and Memory ",2015
541,Cynthia Katche,P118.-Retrosplenial cortex is necessary for consolidation and expression of object recognition memories ,"Cognition, Behavior, and Memory ",2015
542,Pablo Javier Espejo,P119.-Pharmacological Blockade of GABA-A receptors in the Basolateral Amygdala  Complex  Prevented  the  Disrupting  Effect  Of  Midazolam  on Fear Memory Reconsolidation. Influence of D-Cycloserine ,"Cognition, Behavior, and Memory ",2015
543,Vanesa Ortiz,P119.-Pharmacological Blockade of GABA-A receptors in the Basolateral Amygdala  Complex  Prevented  the  Disrupting  Effect  Of  Midazolam  on Fear Memory Reconsolidation. Influence of D-Cycloserine ,"Cognition, Behavior, and Memory ",2015
544,Irene Delia Matrijena,P119.-Pharmacological Blockade of GABA-A receptors in the Basolateral Amygdala  Complex  Prevented  the  Disrupting  Effect  Of  Midazolam  on Fear Memory Reconsolidation. Influence of D-Cycloserine ,"Cognition, Behavior, and Memory ",2015
545,Victor Alejandro Molina,P119.-Pharmacological Blockade of GABA-A receptors in the Basolateral Amygdala  Complex  Prevented  the  Disrupting  Effect  Of  Midazolam  on Fear Memory Reconsolidation. Influence of D-Cycloserine ,"Cognition, Behavior, and Memory ",2015
546,Rodrigo S Fernandez,P120.-The  dynamic  nature  of  the  reconsolidation  process  and  its boundary conditions ,"Cognition, Behavior, and Memory ",2015
547,Luz Bavassi,P120.-The  dynamic  nature  of  the  reconsolidation  process  and  its boundary conditions ,"Cognition, Behavior, and Memory ",2015
548,Cecilia Forcato,P120.-The  dynamic  nature  of  the  reconsolidation  process  and  its boundary conditions ,"Cognition, Behavior, and Memory ",2015
549,Maria E Pedreira,P120.-The  dynamic  nature  of  the  reconsolidation  process  and  its boundary conditions ,"Cognition, Behavior, and Memory ",2015
550,Macarena  Fernandez1°2°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
551,Bárbara  Baez1°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
552,Laura  Espinosa1°2°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
553,Ana  Bordon1°2°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
554,Eliana Martinez1°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
555,Carolina Fabio2°3°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
556,Ricardo Pautassi1°2°,"P121.-Ethanol  Consumption Selectively Bred, High and Low Ethanol Consumers, Lines ","Cognition, Behavior, and Memory ",2015
557,Roque Ignacio Ferrer Monti1°,P122.-Retrieval  and  reconsolidation  of  fear  memory  can  be  interfered independently ,"Cognition, Behavior, and Memory ",2015
558,Matías Mugnaini1°,P122.-Retrieval  and  reconsolidation  of  fear  memory  can  be  interfered independently ,"Cognition, Behavior, and Memory ",2015
559,Adrián Marcelo Bueno1°,P122.-Retrieval  and  reconsolidation  of  fear  memory  can  be  interfered independently ,"Cognition, Behavior, and Memory ",2015
560,Victor Alejandro Molina2°,P122.-Retrieval  and  reconsolidation  of  fear  memory  can  be  interfered independently ,"Cognition, Behavior, and Memory ",2015
561,Francisco  T.  Gallo1°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
562,J.  Facundo  Morici1°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
563,Magdalena  Miranda2°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
564,Michael  C.  Anderson3°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
565,Noelia V. Weisstaub1°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
566,Pedro Bekinschtein2°,P123.-Development  of  a  retrieval-induced  forgetting  paradigm rodents to model adaptive forgetting in the mammalian brain ,"Cognition, Behavior, and Memory ",2015
567,Leandro  García  Cannata,P124.-Effect  of  alpha-MSH  on  the  reconsolidation  of  a  contextual  fear memory; melanocortinergic receptors and mechanisms involved ,"Cognition, Behavior, and Memory ",2015
568,Guadalupe  Herrera,P124.-Effect  of  alpha-MSH  on  the  reconsolidation  of  a  contextual  fear memory; melanocortinergic receptors and mechanisms involved ,"Cognition, Behavior, and Memory ",2015
569,Ivana  Machado,P124.-Effect  of  alpha-MSH  on  the  reconsolidation  of  a  contextual  fear memory; melanocortinergic receptors and mechanisms involved ,"Cognition, Behavior, and Memory ",2015
570,Patricia  Gonzalez,P124.-Effect  of  alpha-MSH  on  the  reconsolidation  of  a  contextual  fear memory; melanocortinergic receptors and mechanisms involved ,"Cognition, Behavior, and Memory ",2015
571,Teresa Scimonelli,P124.-Effect  of  alpha-MSH  on  the  reconsolidation  of  a  contextual  fear memory; melanocortinergic receptors and mechanisms involved ,"Cognition, Behavior, and Memory ",2015
572,Norma Gutiérrez,P125.-Measuring Emotions in the Hotel Experience ,"Cognition, Behavior, and Memory ",2015
573,Alma Gálvez,P125.-Measuring Emotions in the Hotel Experience ,"Cognition, Behavior, and Memory ",2015
574,Ivette Vargas,P125.-Measuring Emotions in the Hotel Experience ,"Cognition, Behavior, and Memory ",2015
575,Rodrigo Ramos,P125.-Measuring Emotions in the Hotel Experience ,"Cognition, Behavior, and Memory ",2015
576,María Inés Herrera1°2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
577,Juan Ignacio Romero2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
578,Pablo Galeano2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
579,Mariana Holubiec2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
580,Tamara Logica  Tornatore2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
581,Pablo  Vazquez2°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
582,Fernando  Rodríguez  de  Fonseca3°,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
583,Eduardo  Blanco,P126.-Neuroprotective  role  of  Oleoylethanolamide  in  a  rat  model  of perinatal asphyxia ,"Cognition, Behavior, and Memory ",2015
584,Guadalupe Herrera,P127.-Alpha-melanocyte  stimulating  hormone  (α-MSH)  increase  fear memory expression through melanocortin 4 receptor (MC4R) ,"Cognition, Behavior, and Memory ",2015
585,Patricia Gonzalez,P127.-Alpha-melanocyte  stimulating  hormone  (α-MSH)  increase  fear memory expression through melanocortin 4 receptor (MC4R) ,"Cognition, Behavior, and Memory ",2015
586,Ivana Machado,P127.-Alpha-melanocyte  stimulating  hormone  (α-MSH)  increase  fear memory expression through melanocortin 4 receptor (MC4R) ,"Cognition, Behavior, and Memory ",2015
587,Teresa Scimonelli,P127.-Alpha-melanocyte  stimulating  hormone  (α-MSH)  increase  fear memory expression through melanocortin 4 receptor (MC4R) ,"Cognition, Behavior, and Memory ",2015
588,Cynthia Katche1°,P128.-Early BDNF/c-Fos cascade in the retrosplenial cortex is required for the persistence of a long-lasting aversive memory. ,"Cognition, Behavior, and Memory ",2015
589,Jorge H. Medina1°2°,P128.-Early BDNF/c-Fos cascade in the retrosplenial cortex is required for the persistence of a long-lasting aversive memory. ,"Cognition, Behavior, and Memory ",2015
590,Nadia Kazlauskas,P129.-Bacterial LPS induces sickness behavior in honey bees ,"Cognition, Behavior, and Memory ",2015
591,Martín Klappenbach,P129.-Bacterial LPS induces sickness behavior in honey bees ,"Cognition, Behavior, and Memory ",2015
592,Amaicha Depino,P129.-Bacterial LPS induces sickness behavior in honey bees ,"Cognition, Behavior, and Memory ",2015
593,Fernando Locatelli,P129.-Bacterial LPS induces sickness behavior in honey bees ,"Cognition, Behavior, and Memory ",2015
594,Martín Klappenbach,P130.-Aversive  and  appetitive  memories  are  simultaneously  formed after a single learning session in the crab Neohelice ,"Cognition, Behavior, and Memory ",2015
595,Fernando Locatelli,P130.-Aversive  and  appetitive  memories  are  simultaneously  formed after a single learning session in the crab Neohelice ,"Cognition, Behavior, and Memory ",2015
596,Maria  del  Carmen  Krawczyk2°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
597,Nicolás  Navarro2°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
598,Carlos  Baratti2°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
599,Mariano  Blake2°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
600,Arturo Romano1°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
601,Mariana Feld1°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
602,Mariano Boccia2°,P131.-Hippocampal  ERK2  differential  activation  after  memory reconsolidation  processes  are  modulated  by  α7  nicotinic  acetylcholine receptors ,"Cognition, Behavior, and Memory ",2015
603,Maurino Leticia1°2°3°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
604,Magdalena Cáceres1°2°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
605,María Mercedes Casasnovas1°2°3°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
606,Lucía Daniela Montero1°2°3°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
607,Fernando Emmanuel Ayala1°2°3°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
608,Fátima González Palau1°2°4°5°,P132.-Analysis  of  neurocognitive  profiles  of  young  adults  and  healthy older adults ,"Cognition, Behavior, and Memory ",2015
609,Pamela  Lopes  da  Cunha,P133.-The  emotional  tagging:  stress  and  the  promotion  of  durable memories. ,"Cognition, Behavior, and Memory ",2015
610,María  Eugenia  Villar,P133.-The  emotional  tagging:  stress  and  the  promotion  of  durable memories. ,"Cognition, Behavior, and Memory ",2015
611,Fabricio  Ballarini,P133.-The  emotional  tagging:  stress  and  the  promotion  of  durable memories. ,"Cognition, Behavior, and Memory ",2015
612,Manuel  Lopez  Pasos,P133.-The  emotional  tagging:  stress  and  the  promotion  of  durable memories. ,"Cognition, Behavior, and Memory ",2015
613,Haydée Viola,P133.-The  emotional  tagging:  stress  and  the  promotion  of  durable memories. ,"Cognition, Behavior, and Memory ",2015
614,Yanina V Martos,P134.-Different  Behavioral  Phenotypes  Observed  in  Adult  Mice  with Selective  Ablation  of  Striatal  Cholinergic  Interneurons  at  Different Postnatal Stages ,"Cognition, Behavior, and Memory ",2015
615,M. Gustavo Murer,P134.-Different  Behavioral  Phenotypes  Observed  in  Adult  Mice  with Selective  Ablation  of  Striatal  Cholinergic  Interneurons  at  Different Postnatal Stages ,"Cognition, Behavior, and Memory ",2015
616,Juan E Belforte,P134.-Different  Behavioral  Phenotypes  Observed  in  Adult  Mice  with Selective  Ablation  of  Striatal  Cholinergic  Interneurons  at  Different Postnatal Stages ,"Cognition, Behavior, and Memory ",2015
617,Francisco  Javier  Maza,"P135.-Hemiellipsoid  bodies:  neural  plasticity  in  the  crab's  ""mushroom bodies"" ","Cognition, Behavior, and Memory ",2015
618,Fernando  Locatelli,"P135.-Hemiellipsoid  bodies:  neural  plasticity  in  the  crab's  ""mushroom bodies"" ","Cognition, Behavior, and Memory ",2015
619,Avishag  Shkedy,"P135.-Hemiellipsoid  bodies:  neural  plasticity  in  the  crab's  ""mushroom bodies"" ","Cognition, Behavior, and Memory ",2015
620,Julieta  Sztarker,"P135.-Hemiellipsoid  bodies:  neural  plasticity  in  the  crab's  ""mushroom bodies"" ","Cognition, Behavior, and Memory ",2015
621,Alejandro Delorenzi,"P135.-Hemiellipsoid  bodies:  neural  plasticity  in  the  crab's  ""mushroom bodies"" ","Cognition, Behavior, and Memory ",2015
622,Magdalena  Miranda1°,P136.-The  immediate  early  gene  Arc  is  required  for  pattern  separation non-spatial memories in the perirhinal cortex ,"Cognition, Behavior, and Memory ",2015
623,Facundo  Morici2°,P136.-The  immediate  early  gene  Arc  is  required  for  pattern  separation non-spatial memories in the perirhinal cortex ,"Cognition, Behavior, and Memory ",2015
624,Francisco  Gallo1°,P136.-The  immediate  early  gene  Arc  is  required  for  pattern  separation non-spatial memories in the perirhinal cortex ,"Cognition, Behavior, and Memory ",2015
625,Noelia  Weisstaub2°,P136.-The  immediate  early  gene  Arc  is  required  for  pattern  separation non-spatial memories in the perirhinal cortex ,"Cognition, Behavior, and Memory ",2015
626,Pedro Bekinschtein1°,P136.-The  immediate  early  gene  Arc  is  required  for  pattern  separation non-spatial memories in the perirhinal cortex ,"Cognition, Behavior, and Memory ",2015
627,Lucía  Daniela  Montero1°2°3°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
628,Fátima  González  Palau1°2°3°4°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
629,Fernando  Emmanuel  Ayala1°2°3°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
630,Leticia Maurino1°2°3°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
631,María Mercedes Casasnovas1°2°3°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
632,Magdalena Cáceres1°2°,P137.-Cognitive scores on tests of verbal episodic memory: analysis of its prevalence in population with different profiles of cognitive impairment ,"Cognition, Behavior, and Memory ",2015
633,Juan Facundo Morici1°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
634,Francisco Tomás Gallo1°  2°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
635,Magdalena Miranda2°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
636,Belén Zanoni1°  2°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
637,Pedro Bekinschtein2°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
638,Noelia Weisstaub1°,P138.-Serotoninergic  system  mediate  the  resolution  of  memory  tasks that needs control of interference during retrieval phase ,"Cognition, Behavior, and Memory ",2015
639,Matías Mugnaini,P139.-Differential Reactivation Outcomes on a Single US-Contextual Fear Conditioning: a temporal prediction error account. ,"Cognition, Behavior, and Memory ",2015
640,Adrian Marcelo Bueno,P139.-Differential Reactivation Outcomes on a Single US-Contextual Fear Conditioning: a temporal prediction error account. ,"Cognition, Behavior, and Memory ",2015
641,Roque Ferrer Monti,P139.-Differential Reactivation Outcomes on a Single US-Contextual Fear Conditioning: a temporal prediction error account. ,"Cognition, Behavior, and Memory ",2015
642,Vanesa Ortiz,P14O.-Fear memory recall induces an anxiogenic-like behavior in ethanol withdrawn rats: reversion by memory reconsolidation interference ,"Cognition, Behavior, and Memory ",2015
643,Victor Alejandro Molina,P14O.-Fear memory recall induces an anxiogenic-like behavior in ethanol withdrawn rats: reversion by memory reconsolidation interference ,"Cognition, Behavior, and Memory ",2015
644,Irene Delia Martijena,P14O.-Fear memory recall induces an anxiogenic-like behavior in ethanol withdrawn rats: reversion by memory reconsolidation interference ,"Cognition, Behavior, and Memory ",2015
645,David  Eduardo  Palacios-González,P141.-Stroop interference before aversive and neutral images in Ciudad Juarez population ,"Cognition, Behavior, and Memory ",2015
646,Víctor  Hugo  Hernández-Galván,P141.-Stroop interference before aversive and neutral images in Ciudad Juarez population ,"Cognition, Behavior, and Memory ",2015
647,Moisés  Armando,P141.-Stroop interference before aversive and neutral images in Ciudad Juarez population ,"Cognition, Behavior, and Memory ",2015
648,Joselisa  Péres  Queiroz  de  Paiva1°,P142.-Involvement  of  the  anterior  and  posterior  insular  cortex  in memory consolidation of contextual and tone fear conditioning ,"Cognition, Behavior, and Memory ",2015
649,Ana  Paula  Arantes  de  Andrade  Bueno1°,P142.-Involvement  of  the  anterior  and  posterior  insular  cortex  in memory consolidation of contextual and tone fear conditioning ,"Cognition, Behavior, and Memory ",2015
650,Maria  Gabriela Menezes de Oliveira2°,P142.-Involvement  of  the  anterior  and  posterior  insular  cortex  in memory consolidation of contextual and tone fear conditioning ,"Cognition, Behavior, and Memory ",2015
651,Raquel Vecchio Fornari1°,P142.-Involvement  of  the  anterior  and  posterior  insular  cortex  in memory consolidation of contextual and tone fear conditioning ,"Cognition, Behavior, and Memory ",2015
652,Mariana Psyrdellis1°,P143.-Effects of scopolamine on a modulator treatment in frustration ,"Cognition, Behavior, and Memory ",2015
653,Ricardo Pautassi2°,P143.-Effects of scopolamine on a modulator treatment in frustration ,"Cognition, Behavior, and Memory ",2015
654,Nadia Justel1°,P143.-Effects of scopolamine on a modulator treatment in frustration ,"Cognition, Behavior, and Memory ",2015
655,Iván Rabinovich Orlandi1°,P144.-First  evidence  of  a  behavioral  tagging  process  acting  in  memory reconsolidation ,"Cognition, Behavior, and Memory ",2015
656,Fabricio Ballarini2°,P144.-First  evidence  of  a  behavioral  tagging  process  acting  in  memory reconsolidation ,"Cognition, Behavior, and Memory ",2015
657,Diego Moncada1°,P144.-First  evidence  of  a  behavioral  tagging  process  acting  in  memory reconsolidation ,"Cognition, Behavior, and Memory ",2015
658,Samanta  Rodrigues1°,P145.-Dorsal sensorimotor gating on prepulse inhibition test ,"Cognition, Behavior, and Memory ",2015
659,Cristiane  Salum1°,P145.-Dorsal sensorimotor gating on prepulse inhibition test ,"Cognition, Behavior, and Memory ",2015
660,Maria  Gabriela  Menezes  Oliveira2°,P145.-Dorsal sensorimotor gating on prepulse inhibition test ,"Cognition, Behavior, and Memory ",2015
661,Tatiana  Lima Ferreira1°,P145.-Dorsal sensorimotor gating on prepulse inhibition test ,"Cognition, Behavior, and Memory ",2015
662,Federico  Sánchez1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
663,Joaquín  Menéndez1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
664,Sebastián  Idesis1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
665,Ignacio  Polti1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
666,Victoria Papagna1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
667,Matías Avellaneda1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
668,Mateo Santillán1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
669,Alberto Yorio1°2°,P146.-Electrophysiological Correlates of Stimulus Equivalence Classes: A Semantic Priming Study ,"Cognition, Behavior, and Memory ",2015
670,María Jimena Santos,P147.-Winner or loser? Reduced memory ability after winning a fight in the crab Neohelice granulata” ,"Cognition, Behavior, and Memory ",2015
671,Laura Kaczer,P147.-Winner or loser? Reduced memory ability after winning a fight in the crab Neohelice granulata” ,"Cognition, Behavior, and Memory ",2015
672,María Eugenia Pedreira,P147.-Winner or loser? Reduced memory ability after winning a fight in the crab Neohelice granulata” ,"Cognition, Behavior, and Memory ",2015
673,Pablo Silva,P148.-Long-term  overexpression  of  the  neurodegenerative  disease-related  protein  TDP-43  leads  to  time-dependent  behavioral  decline  in transgenic mice ,"Cognition, Behavior, and Memory ",2015
674,Julio Alfieri,P148.-Long-term  overexpression  of  the  neurodegenerative  disease-related  protein  TDP-43  leads  to  time-dependent  behavioral  decline  in transgenic mice ,"Cognition, Behavior, and Memory ",2015
675,Lionel Muller,P148.-Long-term  overexpression  of  the  neurodegenerative  disease-related  protein  TDP-43  leads  to  time-dependent  behavioral  decline  in transgenic mice ,"Cognition, Behavior, and Memory ",2015
676,Jacobo  Diego  Sitt1°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
677,Pablo  Barttfeld2°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
678,Adrian  Tauste3°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
679,Federico  Raimondo4°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
680,Stanislas Dehaene2°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
681,Lionel Naccache1°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
682,Gustavo Deco3°,"P149.-Signatures  of  awareness in  the  restingstate  brain  activity dynamics.  An  EEG/fMRI  study  of  similarities  and  differences  between wakefulness, anesthesia and disorders of consciousness ","Cognition, Behavior, and Memory ",2015
683,Ramiro Vergara1°,P150.-Visual  distance  perception information related to the size of the room ,"Cognition, Behavior, and Memory ",2015
684,Ezequiel Abregú1°,P150.-Visual  distance  perception information related to the size of the room ,"Cognition, Behavior, and Memory ",2015
685,Esteban Calcagno1°,P150.-Visual  distance  perception information related to the size of the room ,"Cognition, Behavior, and Memory ",2015
686,Manuel Eguia1°,P150.-Visual  distance  perception information related to the size of the room ,"Cognition, Behavior, and Memory ",2015
687,Nilda Vechiatti2°,P150.-Visual  distance  perception information related to the size of the room ,"Cognition, Behavior, and Memory ",2015
688,María  Eugenia  Villar1°,P151.-Dorsal  medial  prefrontal  cortex  contributes  to  conditioned  taste aversion memory consolidation and retrieval ,"Cognition, Behavior, and Memory ",2015
689,Carolina  Gonzalez1°,P151.-Dorsal  medial  prefrontal  cortex  contributes  to  conditioned  taste aversion memory consolidation and retrieval ,"Cognition, Behavior, and Memory ",2015
690,Lionel  M  Igaz2°,P151.-Dorsal  medial  prefrontal  cortex  contributes  to  conditioned  taste aversion memory consolidation and retrieval ,"Cognition, Behavior, and Memory ",2015
691,Jorge  H.  Medina1°,P151.-Dorsal  medial  prefrontal  cortex  contributes  to  conditioned  taste aversion memory consolidation and retrieval ,"Cognition, Behavior, and Memory ",2015
692,Haydée Viola1°,P151.-Dorsal  medial  prefrontal  cortex  contributes  to  conditioned  taste aversion memory consolidation and retrieval ,"Cognition, Behavior, and Memory ",2015
693,Gisela Zalcman1°,P152.-Involvement of δCaMKII in persistent forms of memory ,"Cognition, Behavior, and Memory ",2015
