,autor,titulo,tema,year
496, Nicolas Eric Ponce,P102.-Layer IV-Va neurons of the granular retrosplenial cortex (A29) project and control the activity of layers II-IV neurons of dysgranular retrosplenial cortex (A30) during contextual fear memory processing,"Cognition, Behavior, and Memory",2017
497, Anahí Bignante,P102.-Layer IV-Va neurons of the granular retrosplenial cortex (A29) project and control the activity of layers II-IV neurons of dysgranular retrosplenial cortex (A30) during contextual fear memory processing,"Cognition, Behavior, and Memory",2017
498, Soledad de Olmos,P102.-Layer IV-Va neurons of the granular retrosplenial cortex (A29) project and control the activity of layers II-IV neurons of dysgranular retrosplenial cortex (A30) during contextual fear memory processing,"Cognition, Behavior, and Memory",2017
499," Alfredo Guillermo 
Lorenzo ",P102.-Layer IV-Va neurons of the granular retrosplenial cortex (A29) project and control the activity of layers II-IV neurons of dysgranular retrosplenial cortex (A30) during contextual fear memory processing,"Cognition, Behavior, and Memory",2017
500,"
Pablo Roberto Silva",P103.-Evaluation of behavioral phenotypes before and after transgene suppression in a conditional TDP-43 mouse model of Frontotemporal dementia /Amyotrophic lateral sclerosis,"Cognition, Behavior, and Memory",2017
501, Gabriela Veronica Nieva,P103.-Evaluation of behavioral phenotypes before and after transgene suppression in a conditional TDP-43 mouse model of Frontotemporal dementia /Amyotrophic lateral sclerosis,"Cognition, Behavior, and Memory",2017
502, Lionel Muller Igaz  ,P103.-Evaluation of behavioral phenotypes before and after transgene suppression in a conditional TDP-43 mouse model of Frontotemporal dementia /Amyotrophic lateral sclerosis,"Cognition, Behavior, and Memory",2017
503,Delia Soriano 1°2°,P104.-Are CB1R and CB2R interacting in the regulation of anxiety?,"Cognition, Behavior, and Memory",2017
504, Luciana Novak 1°,P104.-Are CB1R and CB2R interacting in the regulation of anxiety?,"Cognition, Behavior, and Memory",2017
505, Catalina Madarnas 1°,P104.-Are CB1R and CB2R interacting in the regulation of anxiety?,"Cognition, Behavior, and Memory",2017
506, Alicia Brusco 1°2°,P104.-Are CB1R and CB2R interacting in the regulation of anxiety?,"Cognition, Behavior, and Memory",2017
507, Laura Caltana 1°2°,P104.-Are CB1R and CB2R interacting in the regulation of anxiety?,"Cognition, Behavior, and Memory",2017
508,"
Arturo Venebra Muñoz 1°",P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
509, Yvette Gómez-Gómez 1°,P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
510, Pedro Sánchez-Aparicio 2°,P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
511," Luz Irene 
Pascual-Mathey 3°",P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
512, Sara Mejía-Chávez 1°,P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
513, Oscar Galicia-Castillo 4°,P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
514, Ulises Aguilera-Reyes 1°,P105.-c-Fos immunoreactivity in hypothalamus and reward system of young rats after social novelty exposure,"Cognition, Behavior, and Memory",2017
515,"
María Belén Zanoni Saad 1°",P106.-Role of the serotonergic receptor 2a (5-HT2a) in Cognitive Flexibility,"Cognition, Behavior, and Memory",2017
516, Facundo Morici 2°,P106.-Role of the serotonergic receptor 2a (5-HT2a) in Cognitive Flexibility,"Cognition, Behavior, and Memory",2017
517, Francisco Gallo 2°,P106.-Role of the serotonergic receptor 2a (5-HT2a) in Cognitive Flexibility,"Cognition, Behavior, and Memory",2017
518, Pedro Bekinschtein 2°,P106.-Role of the serotonergic receptor 2a (5-HT2a) in Cognitive Flexibility,"Cognition, Behavior, and Memory",2017
519," 
Noelia Weisstaub 2°",P106.-Role of the serotonergic receptor 2a (5-HT2a) in Cognitive Flexibility,"Cognition, Behavior, and Memory",2017
520,María Florencia Zappa Villar,P107.-Neuroprotective potential of Insulin-like Growth Factor 1 (IGF1) in a rat model of sporadic Alzheimer's disease,"Cognition, Behavior, and Memory",2017
521, Juliette López Hanotte,P107.-Neuroprotective potential of Insulin-like Growth Factor 1 (IGF1) in a rat model of sporadic Alzheimer's disease,"Cognition, Behavior, and Memory",2017
522, Lucia Soledad Trípodi,P107.-Neuroprotective potential of Insulin-like Growth Factor 1 (IGF1) in a rat model of sporadic Alzheimer's disease,"Cognition, Behavior, and Memory",2017
523," Gustavo Ramón 
Morel",P107.-Neuroprotective potential of Insulin-like Growth Factor 1 (IGF1) in a rat model of sporadic Alzheimer's disease,"Cognition, Behavior, and Memory",2017
524, Paula Cecilia Reggiani ,P107.-Neuroprotective potential of Insulin-like Growth Factor 1 (IGF1) in a rat model of sporadic Alzheimer's disease,"Cognition, Behavior, and Memory",2017
525,"
Federico Cavanna 1°","P108.-An hypothesis-driven analysis of brain functional connectivity during the acute effects of 3,4-Methylenedioxymethamphetamine (MDMA)",Computational Neuroscience,2017
526, Amanda Feilding 2°,"P108.-An hypothesis-driven analysis of brain functional connectivity during the acute effects of 3,4-Methylenedioxymethamphetamine (MDMA)",Computational Neuroscience,2017
527, Robin Carhart-Harris 3°,"P108.-An hypothesis-driven analysis of brain functional connectivity during the acute effects of 3,4-Methylenedioxymethamphetamine (MDMA)",Computational Neuroscience,2017
528, David Nutt 3°,"P108.-An hypothesis-driven analysis of brain functional connectivity during the acute effects of 3,4-Methylenedioxymethamphetamine (MDMA)",Computational Neuroscience,2017
529," Enzo 
Tagliazucchi 4°   ","P108.-An hypothesis-driven analysis of brain functional connectivity during the acute effects of 3,4-Methylenedioxymethamphetamine (MDMA)",Computational Neuroscience,2017
530,"
Fernando Julian Chaure 1°2°3°4°",P109.-A novel and fully automatic spike sorting implementation with variable number of features,Computational Neuroscience,2017
531, Rodrigo Quian Quiroga 2°,P109.-A novel and fully automatic spike sorting implementation with variable number of features,Computational Neuroscience,2017
532, Silvia Kochen 3°,P109.-A novel and fully automatic spike sorting implementation with variable number of features,Computational Neuroscience,2017
533," Hernán Gonzalo 
Rey 2°",P109.-A novel and fully automatic spike sorting implementation with variable number of features,Computational Neuroscience,2017
534,Jessica Adriana Del Punta 1°2°,P110.-Sturmian -Wavelets: an effective tool to analyze eye tracking data,Computational Neuroscience,2017
535, Ana Laura Frapiccini 1°,P110.-Sturmian -Wavelets: an effective tool to analyze eye tracking data,Computational Neuroscience,2017
536, Gustavo Gasaneo 1°,P110.-Sturmian -Wavelets: an effective tool to analyze eye tracking data,Computational Neuroscience,2017
537," Claudio Augusto 
Delrieux 3°",P110.-Sturmian -Wavelets: an effective tool to analyze eye tracking data,Computational Neuroscience,2017
538, Lorenzo Ugo Ancarani 4°,P110.-Sturmian -Wavelets: an effective tool to analyze eye tracking data,Computational Neuroscience,2017
539,"ggasaneo@gmail.com 
______________________________________________________________ 
  
The analysis of the data obtained from eye tracking experiments during the performance of a 

2°

cognitive task requires the knowledge of a wide variety of phenomena. The information 

associated to the cognitive task is entangled with many other phenomena. Commercial eye 

trackers",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
540, as the EyeLink 1000,P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
541," obtain the position of the eye by registering the border of the 

pupil. The dynamics of the eyeball [1] and their internal structures",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
542," such as the iris and 

crystalline",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
543," influence the data obtained. The relevant cognitive information is also mixed with 

the noise produced by the eye tracker itself.   

In this contribution we present a model which explains the post saccadic oscillations 

appearing on the EyeLink type eye trackers. The model describes",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
544, first,P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
545," the dynamics of the 

eyeball",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
546," while the iris is represented as a driven damped harmonic oscillator mounted on it. 

The results allows to describe all the characteristics of the saccadic movements: the relation 

between the peak velocity and the saccadic size",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
547, the shape and size of the overshoot,P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
548," the 

amplitude and period of the oscillations",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
549," among others. 

References 

[1] J. I. Specht",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
550, L. Dimieri,P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
551, E. Urdapilleta. and G. Gasaneo,P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
552," Eur. Phys. J. B. 90: 25 (2017) 

  

  
",P111.-An explanation for post saccadic oscillations on eye tracking data,Computational Neuroscience,2017
553,"
Matías Palmucci 1°",P112.-The analysis of a large-scale database of neuroimaging activation maps reveals a hierarchical correspondence between spontaneous and evoked brain activity patterns,Computational Neuroscience,2017
554, Federico Cavanna 2°,P112.-The analysis of a large-scale database of neuroimaging activation maps reveals a hierarchical correspondence between spontaneous and evoked brain activity patterns,Computational Neuroscience,2017
555, Enzo Tagliazucchi 3°,P112.-The analysis of a large-scale database of neuroimaging activation maps reveals a hierarchical correspondence between spontaneous and evoked brain activity patterns,Computational Neuroscience,2017
556,"
María Florencia Rodríguez 1°",P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
557, Marcos Gonzalo Lazo 1°,P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
558, María Virginia Cifuentes 1°,P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
559," Daniela 
Ramirez Butavand 2°",P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
560, Pedro Bekinschtein 3°,P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
561, Fabricio Ballarini 2°,P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
562, Cristian García Bauza 1°,P113.-Towards a new protocol for study pattern separation in humans within virtual reality enviroment,Computational Neuroscience,2017
563,"
Nicolás Vattuone",P114.-Metric on the color space mediated by adaptation process,Computational Neuroscience,2017
564, Inés Samengo,P114.-Metric on the color space mediated by adaptation process,Computational Neuroscience,2017
565, María Da Fonseca ,P114.-Metric on the color space mediated by adaptation process,Computational Neuroscience,2017
566,Melina Vladisauskas 1°2°,P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
567, Laouen Belloli 1°2°,P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
568, Martín A. Miguel 2°3°,P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
569, Diego Fernández Slezak 2°3°,P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
570," 
Mariano Sigman 1°3°",P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
571, Andrea Paula Goldin 1°2°3°,P115.-Testing the spacing effect on Mate Marote: a cognitive training software designed for large-scale educational interventions,Computational Neuroscience,2017
572,"
Rodrigo G. Alonso",P116.-AN INTEGRATED MODEL FOR MOTOR CONTROL OF SONG IN CANARIES,Motor Systems,2017
573, Ana Amador,P116.-AN INTEGRATED MODEL FOR MOTOR CONTROL OF SONG IN CANARIES,Motor Systems,2017
574, Gabriel B. Mindlin ,P116.-AN INTEGRATED MODEL FOR MOTOR CONTROL OF SONG IN CANARIES,Motor Systems,2017
575,Soledad Anesetti Nelli 1°,P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
576, Gaspar Rodriguez 1°,P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
577, Eugenia Falomir-Lockhart 1°,P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
578," Franco Juan Cruz 
Dolcetti 1°",P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
579, Claudia Hereñú 2°,P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
580, María José Bellini 1°,P117.-Modulation of glial cells activation in Parkinson™s Disease induced by Lipopolysaccharide (LPS),Motor Systems,2017
581,"
Santiago Boari 1°2°",P118.-Synchronized HVC activity in auditory perception in canaries,Motor Systems,2017
582, Gabriel B. Mindlin 1°2°,P118.-Synchronized HVC activity in auditory perception in canaries,Motor Systems,2017
583, Ana Amador 1°2°,P118.-Synchronized HVC activity in auditory perception in canaries,Motor Systems,2017
584,"
Germán C. Dima",P119.-Modelling temperature manipulations in the brain during birdsong production,Motor Systems,2017
585, Matías A. Goldin,P119.-Modelling temperature manipulations in the brain during birdsong production,Motor Systems,2017
586, Gabriel B. Mindlin ,P119.-Modelling temperature manipulations in the brain during birdsong production,Motor Systems,2017
587,"
Juan F. Döppler 1°",P120.-From EMG to frequency modulation in the zebra finch song,Motor Systems,2017
588, Alan Bush 1°,P120.-From EMG to frequency modulation in the zebra finch song,Motor Systems,2017
589, Franz Goller 2°,P120.-From EMG to frequency modulation in the zebra finch song,Motor Systems,2017
590, Gabriel B. Mindlin 1°,P120.-From EMG to frequency modulation in the zebra finch song,Motor Systems,2017
591,"
Leonardo Dimieri 1°",P121.-Development of a low cost eye tracker,Motor Systems,2017
592, Gustavo Gasaneo 2°,P121.-Development of a low cost eye tracker,Motor Systems,2017
593,"
Cecilia T. Herbert 1°2°",P122.-HVC neural activity supports a circular model for birdsong production,Motor Systems,2017
594, Santiago Boari 1°2°,P122.-HVC neural activity supports a circular model for birdsong production,Motor Systems,2017
595, Mariano Belluscio 2°,P122.-HVC neural activity supports a circular model for birdsong production,Motor Systems,2017
596, Gabriel B. Mindlin 1°2°,P122.-HVC neural activity supports a circular model for birdsong production,Motor Systems,2017
597," Ana 
Amador 1°2°",P122.-HVC neural activity supports a circular model for birdsong production,Motor Systems,2017
598,"
Graciela Lujan Mazzone 1°",P123.-Modulation of glutamate release induced by GABAergic and glycinergic inhibitors during excitotoxic damage in a model of spinal injury,Motor Systems,2017
599, Osvaldo Daniel Uchitel 2°,P123.-Modulation of glutamate release induced by GABAergic and glycinergic inhibitors during excitotoxic damage in a model of spinal injury,Motor Systems,2017
600, Andrea Nistri 3°,P123.-Modulation of glutamate release induced by GABAergic and glycinergic inhibitors during excitotoxic damage in a model of spinal injury,Motor Systems,2017
601,"
Fabian Nishida1°5°",P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
602, Maria F. Zappa Villar3°4°5°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
603, María S. Sisti1°5°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
604, Carolina N. Zanuzzi1°2°5°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
605," 
Martina von Wernich1°6°",P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
606, Agustina E. Camiña1°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
607, Paula C. Reggiani3°4°5°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
608, Enrique L. Portiansky1°5°,P124.-Mesenchymal stem cell therapy improves motor performance in a rat excitotoxic spinal cord injury model,Motor Systems,2017
609,Andres Acuña 1°,P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
610, Manuel Soliño 1°,P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
611, Luciana D´Alessio 2°,P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
612, Juan Jose Lopez 1°,P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
613," César Fabián Loidl 
1°",P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
614, Pablo Vázquez 1°,P125.-Deep hypothermic shock reverses the damage caused by perinatal asphyxia in the rat's striatum,Neural Circuit Physiology,2017
615,"
Maite Arana 1°",P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
616, Yanel Volonté 1°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
617, Joana Pereirinha 2°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
618, Andreia Casimiro 2°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
619," Facundo Prado 
Spalm 1°",P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
620, André Macedo 2°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
621, Fabiana Heredia 2°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
622, Alisson Gontijo 2°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
623, Andrés Garelli 1°,P126.-Neuroendocrine control of puparium morphogenesis,Neural Circuit Physiology,2017
624,"
Bárbara Yael Braz",P127.-Unbalanced Corticostriatal Connectivity in a Mouse Model of Neonatal Dopamine Dysfunction,Neural Circuit Physiology,2017
625, Ettel Keifman,P127.-Unbalanced Corticostriatal Connectivity in a Mouse Model of Neonatal Dopamine Dysfunction,Neural Circuit Physiology,2017
626, Juan Emilio Belforte,P127.-Unbalanced Corticostriatal Connectivity in a Mouse Model of Neonatal Dopamine Dysfunction,Neural Circuit Physiology,2017
627, Mario Gustavo Murer  ,P127.-Unbalanced Corticostriatal Connectivity in a Mouse Model of Neonatal Dopamine Dysfunction,Neural Circuit Physiology,2017
628,Grupo de Neurociencia de Sistemas,P128.-Connexin switch in glial network maturation,Neural Circuit Physiology,2017
629," Instituto IFIBIO-Houssay UBA-CONICET  
lucilabrocardo@gmail.com 
______________________________________________________________ ",P128.-Connexin switch in glial network maturation,Neural Circuit Physiology,2017
630,"
Agustina Carnevale","P129.-Voltage Activated Conductances in Motoneurons, and their Influence on Motor Circuits",Neural Circuit Physiology,2017
631, Lidia Szczupak ,"P129.-Voltage Activated Conductances in Motoneurons, and their Influence on Motor Circuits",Neural Circuit Physiology,2017
632,"
M Paula Cornejo",P130.-Ghrelin Signaling Diferentially Activates Non-Dopaminergic Neurons of the Ventral Tegmental Area Subregions,Neural Circuit Physiology,2017
633, Franco Barrile,P130.-Ghrelin Signaling Diferentially Activates Non-Dopaminergic Neurons of the Ventral Tegmental Area Subregions,Neural Circuit Physiology,2017
634, Pablo N De Francesco,P130.-Ghrelin Signaling Diferentially Activates Non-Dopaminergic Neurons of the Ventral Tegmental Area Subregions,Neural Circuit Physiology,2017
635, Mario Perello ,P130.-Ghrelin Signaling Diferentially Activates Non-Dopaminergic Neurons of the Ventral Tegmental Area Subregions,Neural Circuit Physiology,2017
636,"
Verónica de la Fuente 1°2°",P131.-Neuronal projections from the lateral neocortex to the amygdala,Neural Circuit Physiology,2017
637, Alexxai V. Kravitz 3°,P131.-Neuronal projections from the lateral neocortex to the amygdala,Neural Circuit Physiology,2017
638,"
González Fleitas María Florencia",P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
639, Aranda Marcos Luis,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
640, Dorfman Damián,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
641, Dieguez Hernán,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
642," 
Iaquinandi Agustina",P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
643, Devouassoux Julián Daniel,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
644, Sande Pablo,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
645, Chianelli Mónica,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
646," Keller 
Sarmiento María Ines",P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
647, Rosenstein Ruth E  ,P132.-Experience-dependent retinal protection against acute ischemia,Neural Circuit Physiology,2017
648,"
Belén Gori 1°2°",P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
649, Martín Tibaldi 2°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
650, Santiago Collavini 1°3°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
651, Fernando Chaure 1°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
652, Juan Convey 2°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
653," 
Gerardo Battaglia 4°",P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
654, Ignacio Cerda Castro 2°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
655, Micaela Sanzo 2°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
656, Lautaro Ledesma 2°,P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
657," Silvia 
Kochen 1°2° ",P133.-Analysis of Single-Unit Activity and Local Field Potentials during the Progression of Epileptogenesis on an Experimental Epilepsy Model,Neural Circuit Physiology,2017
658,"
Maria Cecilia Martinez",P134.-Reward-related signaling in the dorsal striatum,Neural Circuit Physiology,2017
659, Gustavo Murer,P134.-Reward-related signaling in the dorsal striatum,Neural Circuit Physiology,2017
660, Mariano Belluscio  ,P134.-Reward-related signaling in the dorsal striatum,Neural Circuit Physiology,2017
661,"
Matias Mugnaini",P135.-Influence of young vs. mature adult-born dentate granule cells on CA3 in vivo,Neural Circuit Physiology,2017
662, Emilio Kropff,P135.-Influence of young vs. mature adult-born dentate granule cells on CA3 in vivo,Neural Circuit Physiology,2017
663, Alejandro Schinder,P135.-Influence of young vs. mature adult-born dentate granule cells on CA3 in vivo,Neural Circuit Physiology,2017
664, Verónica Piatti ,P135.-Influence of young vs. mature adult-born dentate granule cells on CA3 in vivo,Neural Circuit Physiology,2017
665,"
Mora Ogando",P136.-Neuromodulators in the processing of afferent inputs in the dentate gyrus,Neural Circuit Physiology,2017
666, Belén Pardi,P136.-Neuromodulators in the processing of afferent inputs in the dentate gyrus,Neural Circuit Physiology,2017
667, Diego Arribas,P136.-Neuromodulators in the processing of afferent inputs in the dentate gyrus,Neural Circuit Physiology,2017
668, Luis Moreli,P136.-Neuromodulators in the processing of afferent inputs in the dentate gyrus,Neural Circuit Physiology,2017
669, Antonia Marín Burgin ,P136.-Neuromodulators in the processing of afferent inputs in the dentate gyrus,Neural Circuit Physiology,2017
670,"
Diego E Pafundo",P137.-Effects of cortical parvalbumin positive neuron dysfunction on the physiological properties of prefrontal cortex pyramidal neurons,Neural Circuit Physiology,2017
671, Juan E Belforte ,P137.-Effects of cortical parvalbumin positive neuron dysfunction on the physiological properties of prefrontal cortex pyramidal neurons,Neural Circuit Physiology,2017
672,"
Daniela Piña-Novo",P138.-Study of cortical oscillatory activity in the development of dyskinesias associated to L-Dopa treatment in a rodent model of Parkinson's disease,Neural Circuit Physiology,2017
673, Mariano Belluscio,P138.-Study of cortical oscillatory activity in the development of dyskinesias associated to L-Dopa treatment in a rodent model of Parkinson's disease,Neural Circuit Physiology,2017
674, Gustavo Murer ,P138.-Study of cortical oscillatory activity in the development of dyskinesias associated to L-Dopa treatment in a rodent model of Parkinson's disease,Neural Circuit Physiology,2017
675,"
Federico Sangiuliano Jimka 2°",P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
676, Matias Mugnaini 1°,P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
677, Alejandro Schinder 1°,P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
678, Veronica Piatti 1°,P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
679," 
Emilio Kropff 1°",P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
680, Hernan E. Grecco 2°. ,P139.-Design of an affordable and easy-to-implement one photon microscope for imaging of neural activity during behavior,Neural Circuit Physiology,2017
681,"
María Florencia Santos",P140.-Analysis of the encoding properties of nucleus accumbens neurons during learning of a self-paced operant conditioning task,Neural Circuit Physiology,2017
682, Juan E. Belforte,P140.-Analysis of the encoding properties of nucleus accumbens neurons during learning of a self-paced operant conditioning task,Neural Circuit Physiology,2017
683, Camila L. Zold ,P140.-Analysis of the encoding properties of nucleus accumbens neurons during learning of a self-paced operant conditioning task,Neural Circuit Physiology,2017
684,"
Maria Paula Avalos",P141.-Minocycline prevents chronic stress-induced vulnerability to cocaine self-administration,Neurochemistry and Neuropharmacology,2017
685, Flavia Bollati,P141.-Minocycline prevents chronic stress-induced vulnerability to cocaine self-administration,Neurochemistry and Neuropharmacology,2017
686, Daiana Rigoni,P141.-Minocycline prevents chronic stress-induced vulnerability to cocaine self-administration,Neurochemistry and Neuropharmacology,2017
687, Andrea S. Guzman,P141.-Minocycline prevents chronic stress-induced vulnerability to cocaine self-administration,Neurochemistry and Neuropharmacology,2017
688, Liliana M. Cancela ,P141.-Minocycline prevents chronic stress-induced vulnerability to cocaine self-administration,Neurochemistry and Neuropharmacology,2017
689,A. Cecilia Cura 1°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
690, Gimena Gomez 2°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
691, Enrico Glaab 3°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
692, Marek Ostaszewski 4°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
693, Jorge Gonçalvez 5°,P142.-Big data analysis of whole striatum transcriptome after L-DOPA or Pramipexole treatment in a rat model of Parkinson™s disease,Neurochemistry and Neuropharmacology,2017
