,autor,tema,titulo,year
235, María Angélica Rivarola,"Cognition, Behavior, and Memory",P61.-Influence of maternal experience on behavioral response to the maternal  separation stress in mother rats: Preliminary results,2014
236,Joaquin Ais1°2°,"Cognition, Behavior, and Memory",P62.-The Metacognitive Abilities of Children and Adults,2014
237, Alejo Salles1°2°,"Cognition, Behavior, and Memory",P62.-The Metacognitive Abilities of Children and Adults,2014
238, Mariano Semelman2°,"Cognition, Behavior, and Memory",P62.-The Metacognitive Abilities of Children and Adults,2014
239, Mariano Sigman1°2°,"Cognition, Behavior, and Memory",P62.-The Metacognitive Abilities of Children and Adults,2014
240, Cecilia Calero1°2°,"Cognition, Behavior, and Memory",P62.-The Metacognitive Abilities of Children and Adults,2014
241,Joaquín Matías Alfei1°,"Cognition, Behavior, and Memory",P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,2014
242, Roque Ignacio Ferrer Monti1°,"Cognition, Behavior, and Memory",P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,2014
243, Adrián Marcelo Bueno1°,"Cognition, Behavior, and Memory",P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,2014
244, Gonzalo Pablo Urcelay2°,"Cognition, Behavior, and Memory",P63.-The Occurrence of a Temporal Prediction Error During Reinforced  Reactivation is Critical to Induce Memory Destabilization,2014
245,Julio Alfieri,"Cognition, Behavior, and Memory",P64.-Conditional overexpression of the neurodegenerative disease-related protein  TDP-43 leads to cognitive and social abnormalities in transgenic mice,2014
246, Lionel Muller Igaz,"Cognition, Behavior, and Memory",P64.-Conditional overexpression of the neurodegenerative disease-related protein  TDP-43 leads to cognitive and social abnormalities in transgenic mice,2014
247,Sabrina Bassi1°,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
248, Nicolás Quiroz2°,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
249, José Faccioli3°,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
250, Cristina Besada4°,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
251, Ricardo García Mónaco4°,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
252, Carlos ,"Cognition, Behavior, and Memory",P65.-Is major depression a matter of size?,2014
253,Claudia Angelica Bonilla Escobar,"Cognition, Behavior, and Memory",P66.-The Effect of Palatable Solutions in the Memory Impairment Induced by Sleep  Deprivation in Rats,2014
254, Paula Ayako Tiba,"Cognition, Behavior, and Memory",P66.-The Effect of Palatable Solutions in the Memory Impairment Induced by Sleep  Deprivation in Rats,2014
255,dopamine dysfunctionMurer1°,"Cognition, Behavior, and Memory",P67.-Functional corticostriatal disconnection and behavioral exploitation- exploration imbalance emerge as intermediate phenotypes for a neonatal ,2014
256,Marcos Campolongo,"Cognition, Behavior, and Memory",P68.-Early social stimulation and the stress response in an animal model of autism,2014
257, Nadia Kazlauskas,"Cognition, Behavior, and Memory",P68.-Early social stimulation and the stress response in an animal model of autism,2014
258, Amaicha Depino,"Cognition, Behavior, and Memory",P68.-Early social stimulation and the stress response in an animal model of autism,2014
259,Verónica Cattaneo1°,"Cognition, Behavior, and Memory",P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,2014
260, Sergio Lew2°,"Cognition, Behavior, and Memory",P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,2014
261, Mario Rafael Pagani1°,"Cognition, Behavior, and Memory",P69.-Two-trial spaced training in Drosophila reveals that repetition and spacing in  learning improves memory by similar mechanisms ,2014
262,Santiago Cuesta,"Cognition, Behavior, and Memory",P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,2014
263, Alejandrina Funes,"Cognition, Behavior, and Memory",P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,2014
264, Silvana B. Rosso,"Cognition, Behavior, and Memory",P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,2014
265, Alejandra M,"Cognition, Behavior, and Memory",P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,2014
266, Pacchioni,"Cognition, Behavior, and Memory",P70.-Cocaine induced sensitization is associated with decrease activity of the Wnt/ βcatenin pathway in Dorsal Striatum,2014
267,Fabrizio Damicelli,"Cognition, Behavior, and Memory",P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,2014
268, Marcelo Giachero,"Cognition, Behavior, and Memory",P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,2014
269, Victor A. Molina,"Cognition, Behavior, and Memory",P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,2014
270, Gastón D. Calfa ,"Cognition, Behavior, and Memory",P71.-The influence of stress on the structural plasticity associated with fear  extinction memory,2014
271,Animals,"Cognition, Behavior, and Memory","P72.-Effect of Intra-Core, but Not Intra-Shell, mGlu I Antagonist Administration  in Restraint Stress-Induced Reinstatement on Extinguished Cocaine-Conditioned ",2014
272,Noel Federman1°,"Cognition, Behavior, and Memory",P73.-Involvement of δCamkII protein in persistent forms of memory,2014
273, Gisela Zalcman2°,"Cognition, Behavior, and Memory",P73.-Involvement of δCamkII protein in persistent forms of memory,2014
274, Ana Fiszbein3°,"Cognition, Behavior, and Memory",P73.-Involvement of δCamkII protein in persistent forms of memory,2014
275, Arturo Romano2°,"Cognition, Behavior, and Memory",P73.-Involvement of δCamkII protein in persistent forms of memory,2014
276,Roque Ignacio Ferrer Monti,"Cognition, Behavior, and Memory",P74.-Sex differences in human reconsolidation of episodic memories,2014
277, Matias Alfonso,"Cognition, Behavior, and Memory",P74.-Sex differences in human reconsolidation of episodic memories,2014
278, Flavia Soledad Galaverna,"Cognition, Behavior, and Memory",P74.-Sex differences in human reconsolidation of episodic memories,2014
279, Adrián Marcelo Bueno  ,"Cognition, Behavior, and Memory",P74.-Sex differences in human reconsolidation of episodic memories,2014
280,Roque Ignacio Ferrer Monti1°,"Cognition, Behavior, and Memory",P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,2014
281, Joaquín Matías Alfei1°,"Cognition, Behavior, and Memory",P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,2014
282, Adrián Marcelo Bueno1°,"Cognition, Behavior, and Memory",P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,2014
283, Victor Alejandro Molina2°,"Cognition, Behavior, and Memory",P75.-Retrieval or reconsolidation of a fear memory can be independently affected  by an appetitive experience,2014
284,Francisco Gallo1°,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
285, Facundo Morici1°,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
286, Magdalena Miranda2°,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
287, Michael  C. Anderson3°,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
288, Pedro Bekinschtein2°,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
289, ,"Cognition, Behavior, and Memory",P76.-Development of a retrieval-induced forgetting paradigm in rodents to model  adaptive forgetting in the mammalian brain,2014
290,Sebastián García1°,"Cognition, Behavior, and Memory",P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,2014
291, Federico Nanfaro1°,"Cognition, Behavior, and Memory",P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,2014
292, Agustin Agasso2°,"Cognition, Behavior, and Memory",P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,2014
293, Ricardo Cabrera2°,"Cognition, Behavior, and Memory",P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,2014
294, Roberto Yunes1°,"Cognition, Behavior, and Memory",P77.-Neurosteroids and Gabaergic Activity on Lateral Septum,2014
295,MS Ghersi1°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
296, LA Gabach1°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
297, F Buteler1°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
298, AA Vilcaes2°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
299, MA Carpio2°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
300, HB Schiöth 3°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
301, MF Perez1°,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
302, SR de ,"Cognition, Behavior, and Memory",P78.-Ghrelin increases memory consolidation through hippocampal mechanisms  dependent of glutamate release and NR2B subunits of the NMDA receptor,2014
303,Amygdala Complex,"Cognition, Behavior, and Memory",P79.-The promoting influence of stress on hippocampal structural plasticity and  on fear memory is modulated by GABAergic signaling within the Basolateral ,2014
304,Octavio Gianatiempo,"Cognition, Behavior, and Memory",P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,2014
305, Laura Belluscio,"Cognition, Behavior, and Memory",P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,2014
306, Nadina Ferroni,"Cognition, Behavior, and Memory",P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,2014
307, Eduardo Cánepa,"Cognition, Behavior, and Memory",P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,2014
308, Silvina Sonzogni ,"Cognition, Behavior, and Memory",P80.-Intergenerational effects of perinatal protein malnutrition on maternal and  offspring behavior,2014
309,Larisa Guttlein1°,"Cognition, Behavior, and Memory",P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,2014
310, Milagros Méndez Ubach3°,"Cognition, Behavior, and Memory",P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,2014
311, Paula Abate2°,"Cognition, Behavior, and Memory",P81.-Stress induced by maternal manipulation during late gestation increases  ethanol intake in offspring,2014
312,Maria Krawczyk1°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
313, Mariana Feld2°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
314, Nicolas Navarro1°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
315, Carlos Baratti1°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
316, Mariano Blake1°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
317, Mariano Boccia1°,"Cognition, Behavior, and Memory",P82.-Hippocampal alpha7 nicotinic receptors modulate memory reconsolidation of  an inhibitory avoidance task in mice: possible participation of the MAPK pathway,2014
318,prediction error in the crab Neohelice granulata,"Cognition, Behavior, and Memory",P83.-Studing the function of the reconsolidation process: Analysis of the  reactivation of the Contextual Pavlovian Conditioning memory triggered by the ,2014
319,Anabel M. M. Miguelez Fernández1°,"Cognition, Behavior, and Memory",P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,2014
320, Ariel Burman2°,"Cognition, Behavior, and Memory",P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,2014
321, Alfredo I. Martínez Cáceres2°,"Cognition, Behavior, and Memory",P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,2014
322, B. Silvano Zanutto1°,"Cognition, Behavior, and Memory",P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,2014
323, ,"Cognition, Behavior, and Memory",P84.-A novel spherical treadmill apparatus for the head-fixed behaving rat,2014
324,Sonia Jazmín Molina1°,"Cognition, Behavior, and Memory","P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age",2014
325, Madeleine Saint-Martin1°,"Cognition, Behavior, and Memory","P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age",2014
326, Francisco Capani2°,"Cognition, Behavior, and Memory","P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age",2014
327, Laura Ruth Guelman1°,"Cognition, Behavior, and Memory","P85.-Rearing in an Enriched Environment Can Prevent Most Behavioral Alterations  Induced by Acute Noise Exposure, Independently of the Exposure Age",2014
328,Juan Facundo Morici1°,"Cognition, Behavior, and Memory",P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,2014
329, Francisco Gallo1°,"Cognition, Behavior, and Memory",P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,2014
330, Magdalena Miranda2°,"Cognition, Behavior, and Memory",P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,2014
331, Pedro Bekinschtein2°,"Cognition, Behavior, and Memory",P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,2014
332, Noelia ,"Cognition, Behavior, and Memory",P86.-Role of Medial Prefrontal Cortex and Perirrhinal Cortex during  Reconsolidation in Object Recognition Memory Task in Rats,2014
333,Nicolás Navarro,"Cognition, Behavior, and Memory",P87.-Assessment of memory extinction of an inhibitory avoidance task,2014
334, María Krawczyk,"Cognition, Behavior, and Memory",P87.-Assessment of memory extinction of an inhibitory avoidance task,2014
335, Carlos Baratti,"Cognition, Behavior, and Memory",P87.-Assessment of memory extinction of an inhibitory avoidance task,2014
336, Mariano Boccia,"Cognition, Behavior, and Memory",P87.-Assessment of memory extinction of an inhibitory avoidance task,2014
337, Mariano Blake ,"Cognition, Behavior, and Memory",P87.-Assessment of memory extinction of an inhibitory avoidance task,2014
338,Vanesa Ortiz,"Cognition, Behavior, and Memory",P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,2014
339, Victor Alejandro Molina,"Cognition, Behavior, and Memory",P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,2014
340, Irene Delia Martijena ,"Cognition, Behavior, and Memory",P88.-Disruption of fear memory reconsolidation by an appetitive stimulus in  ethanol withdrawn rats pre-treated with D-cycloserine,2014
341,Marcelo Eduardo Piñeyro2°,"Cognition, Behavior, and Memory",P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,2014
342, Roque Ignacio Ferrer Monti2°,"Cognition, Behavior, and Memory",P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,2014
343, Hugo Díaz1°,"Cognition, Behavior, and Memory",P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,2014
344, Victor Alejandro Molina1°,"Cognition, Behavior, and Memory",P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,2014
345, Silvia ,"Cognition, Behavior, and Memory",P89.-Positive emotional induction interferes with the reconsolidation of  autobiographical memories,2014
346,Maria Eugenia Tomasella,"Cognition, Behavior, and Memory",P90.-Cortical interneuron impaired function and psychiatric diseases.,2014
347, Maria Lucila Bechelli,"Cognition, Behavior, and Memory",P90.-Cortical interneuron impaired function and psychiatric diseases.,2014
348, Diego Matias Gelman ,"Cognition, Behavior, and Memory",P90.-Cortical interneuron impaired function and psychiatric diseases.,2014
349,Julián N. Acosta1°,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
350, Nicolás H. Quiroz1°,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
351, Lucas D. Costa1°,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
352, Guido B. Guzman1°,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
353, Juan M. Caputo1°,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
354, Javier I. ,Computational Neuroscience,P91.-Role of the hilar cells of the dentate gyrus in pattern separation and storage  in the hippocampus: a computational model,2014
355,Germán C. Dima,Computational Neuroscience,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,2014
356, Matías A. Goldin,Computational Neuroscience,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,2014
357, Gabriel B. Mindlin ,Computational Neuroscience,P92.-Pressure patterns in birdsong as the activity of the telencephalon is thermally  manipulated,2014
358,Facundo Adrián Lucianna1°2°,Computational Neuroscience,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,2014
359, Fernando Daniel Farfán1°2°,Computational Neuroscience,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,2014
360, Ana Lía Albarracín1°2°3°,Computational Neuroscience,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,2014
361, Gabriel Alfredo Ruiz2°,Computational Neuroscience,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,2014
362, ,Computational Neuroscience,P93.-Specificity quantification of texture discrimination processes in vibrissal  system,2014
363,Diego Martín Mateos1°,Computational Neuroscience,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,2014
364, Juan Manuel Diaz2°,Computational Neuroscience,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,2014
365, Pedro Walter Lamberti1°3°,Computational Neuroscience,P94.-Permutation entropy applied to the characterization of the clinical evolution  of epileptic patients under pharmacological treatment,2014
366,Alvaro Gabriel Pizá1°,Computational Neuroscience,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,2014
367, Fernando Daniel Farfán1°,Computational Neuroscience,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,2014
368, Ana  Lía Albarracín1°2°3°,Computational Neuroscience,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,2014
369, Gabriel  Alfredo Ruiz2°,Computational Neuroscience,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,2014
370, ,Computational Neuroscience,P95.-Discriminability  measures  and  time–frequency  features: An  application  to   vibrissal  tactile  discrimination,2014
371,Jorge Humberto Soletta1°,Computational Neuroscience,P96.- From bipolar to unipolar recordings,2014
372, Fernando D Farfán1°,Computational Neuroscience,P96.- From bipolar to unipolar recordings,2014
373, Ana L. Albarracín1°2°3°,Computational Neuroscience,P96.- From bipolar to unipolar recordings,2014
374, Gabriel A. Ruiz2°,Computational Neuroscience,P96.- From bipolar to unipolar recordings,2014
375, Carmelo J. ,Computational Neuroscience,P96.- From bipolar to unipolar recordings,2014
376,Rodrigo Alonso,Computational Neuroscience,P97.-Selective neurons in the nucleus HVC of the domestic canary,2014
377, Ana Amador,Computational Neuroscience,P97.-Selective neurons in the nucleus HVC of the domestic canary,2014
378, Gabriel B. Mindlin ,Computational Neuroscience,P97.-Selective neurons in the nucleus HVC of the domestic canary,2014
379,Santiago Boari,Computational Neuroscience,P98.-Experimental validation of a minimal model for birdsong production,2014
380, Yonatan Sanz Perl,Computational Neuroscience,P98.-Experimental validation of a minimal model for birdsong production,2014
381, Ana Amador,Computational Neuroscience,P98.-Experimental validation of a minimal model for birdsong production,2014
382, Gabriel B. Mindlin  ,Computational Neuroscience,P98.-Experimental validation of a minimal model for birdsong production,2014
383,Sonia Carolina Guerrero Prieto,Computational Neuroscience,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,2014
384, João Carlos dos Santos Silva,Computational Neuroscience,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,2014
385, Marcela Bermudez Echeverry ,Computational Neuroscience,P99.-Similar extrapyramidal side effects with typical and atypical antipsychotics  chronic treatment,2014
386,Alan Taitz1°,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
387, Walter Silva2°,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
388, María del Carmen García3°,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
389, Ezequiel Goldschmidt4°,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
390, Marcos Trevisan1°,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
391, ,Computational Neuroscience,P100.-Cortical Responses to Speech Production,2014
392,Pablo Y. Teruya1°2°,Computational Neuroscience,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,2014
393, Ramiro A. Guerrero4°,Computational Neuroscience,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,2014
394, Álvaro G. Pizá1°2°,Computational Neuroscience,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,2014
395, Ana L. Albarracín1°2°3°,Computational Neuroscience,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,2014
396, Fernando D. ,Computational Neuroscience,P101.-Electrophysiological characterization of muscle activation in 6-OHDA rat  model of Parkinson’s disease,2014
397,Rodrigo J Álvarez,Computational Neuroscience,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,2014
398, Camila L Zold,Computational Neuroscience,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,2014
399, Juan E Belforte ,Computational Neuroscience,P102.-Neural activity alterations and functional connectivity deficits in a  developmental mouse model of schizophrenia,2014
400,Victoria Andino Pavlovsky1°,Computational Neuroscience,P103.-Optical photorelease of dopamine in freely moving animals,2014
401, Annie da Costa Souza2°,Computational Neuroscience,P103.-Optical photorelease of dopamine in freely moving animals,2014
402, Sidarta Ribeiro2°,Computational Neuroscience,P103.-Optical photorelease of dopamine in freely moving animals,2014
403, Roberto Etchenique1°,Computational Neuroscience,P103.-Optical photorelease of dopamine in freely moving animals,2014
404,María Paula Cornejo,Computational Neuroscience,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,2014
405, Agustina Cabral,Computational Neuroscience,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,2014
406, Pablo Nicolás De Francesco,Computational Neuroscience,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,2014
407, Gimena Fernández,Computational Neuroscience,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,2014
408, Spring ,Computational Neuroscience,P104.-Circulating or cerebrospinal fluid ghrelin regulates different neuronal  circuits within the dorsal vagal complex,2014
409,Spring Valdivia,Computational Neuroscience,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,2014
410, María Paula Cornejo,Computational Neuroscience,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,2014
411, Pablo Nicolás De Francesco,Computational Neuroscience,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,2014
412, Guadalupe García Romero,Computational Neuroscience,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,2014
413, Mirta ,Computational Neuroscience,P105.-Ghrelin signaling is required for escalation in high-fat intake during  repeated binge eating episodes,2014
414,Pablo Nicolás De Francesco,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
415, Spring Valdivia,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
416, Agustina Cabral,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
417, Anabela Patrone,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
418, Mirta Reynaldo,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
419, Mario ,Computational Neuroscience,P106.-Unveiling the CRF Neurons of the Amygdala: Neuroanatomical and  Functional Characterization using a Novel Transgenic Mouse Model,2014
420,Ettel Keifman1°,Computational Neuroscience,P107.-Unbiased prediction of the degree of midbrain dopaminergic neuron loss in  parkinsonian mice using behavioral parameters,2014
421, Mariela Verónica Escande1°,Computational Neuroscience,P107.-Unbiased prediction of the degree of midbrain dopaminergic neuron loss in  parkinsonian mice using behavioral parameters,2014
422, Irene R.E. Taravini2°,Computational Neuroscience,P107.-Unbiased prediction of the degree of midbrain dopaminergic neuron loss in  parkinsonian mice using behavioral parameters,2014
423, Juan Emilio Belforte1°,Computational Neuroscience,P107.-Unbiased prediction of the degree of midbrain dopaminergic neuron loss in  parkinsonian mice using behavioral parameters,2014
424, Mario Gustavo ,Computational Neuroscience,P107.-Unbiased prediction of the degree of midbrain dopaminergic neuron loss in  parkinsonian mice using behavioral parameters,2014
425,Lucas Molas1°,Computational Neuroscience,P108.-Analysing limited electrophysiological data by artificial sample generation,2014
426, Camilo Juan Mininni2°,Computational Neuroscience,P108.-Analysing limited electrophysiological data by artificial sample generation,2014
427, Silvano B. Zanutto1°,Computational Neuroscience,P108.-Analysing limited electrophysiological data by artificial sample generation,2014
428, Sergio E. Lew1°,Computational Neuroscience,P108.-Analysing limited electrophysiological data by artificial sample generation,2014
429,Cintia Yamila Porcari,Computational Neuroscience,P109.-Dorsal raphe nucleus lesion modulates sodium appetite,2014
430, Bárbara Baez,Computational Neuroscience,P109.-Dorsal raphe nucleus lesion modulates sodium appetite,2014
431, Laura Vivas,Computational Neuroscience,P109.-Dorsal raphe nucleus lesion modulates sodium appetite,2014
432, Andrea Godino ,Computational Neuroscience,P109.-Dorsal raphe nucleus lesion modulates sodium appetite,2014
433,Silvio G. Temprana1°,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
434, Lucas A. Mongiat1°,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
435, Sung M. Yang1°,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
436, Mariela F. Trinchero1°,Computational Neuroscience,P110.-Development of a feedback circuit for input specification in adult-born  dentate granule cells,2014
