,autor,tema,poster
1160," Liliana Marina 
Cancela ",Neurochemistry and Neuropharmacology ,"P236.-Stress and vulnerability to develop cocaine self-administration: 
restoration of glutamate homeostasis in nucleus accumbens core by 
minocycline "
1161," 
Rocío Scaramuzza",Neurochemistry and Neuropharmacology ,"P237.-ALCOHOL NEUROTOXICITY EFFECT IN SPATIAL MEMORY. OMEGA 3 AS A 
PROTECTIVE FACTOR "
1162, Ana Laura Subires,Neurochemistry and Neuropharmacology ,"P237.-ALCOHOL NEUROTOXICITY EFFECT IN SPATIAL MEMORY. OMEGA 3 AS A 
PROTECTIVE FACTOR "
1163, Paula Abate,Neurochemistry and Neuropharmacology ,"P237.-ALCOHOL NEUROTOXICITY EFFECT IN SPATIAL MEMORY. OMEGA 3 AS A 
PROTECTIVE FACTOR "
1164, Verónica Balaszczuk ,Neurochemistry and Neuropharmacology ,"P237.-ALCOHOL NEUROTOXICITY EFFECT IN SPATIAL MEMORY. OMEGA 3 AS A 
PROTECTIVE FACTOR "
1165," 
Juan Facundo Chrestia",Neurochemistry and Neuropharmacology ,"P238-Phosphorylation of intracellular tyrosines modulates the ionotropic 
function of the α7 nicotinic receptor "
1166, Cecilia Bouzat,Neurochemistry and Neuropharmacology ,"P238-Phosphorylation of intracellular tyrosines modulates the ionotropic 
function of the α7 nicotinic receptor "
1167, María del Carmen Esandi ,Neurochemistry and Neuropharmacology ,"P238-Phosphorylation of intracellular tyrosines modulates the ionotropic 
function of the α7 nicotinic receptor "
1168," 
Jeremías Corradi",Neurochemistry and Neuropharmacology ,"P239.-DIFFERENT SEROTONIN TYPE 3 SUBUNITS CAN COASSEMBLE INTO 
HETEROMERIC RECEPTORS "
1169, Albano Mazzarinni Dimarco,Neurochemistry and Neuropharmacology ,"P239.-DIFFERENT SEROTONIN TYPE 3 SUBUNITS CAN COASSEMBLE INTO 
HETEROMERIC RECEPTORS "
1170, Cecilia Bouzat ,Neurochemistry and Neuropharmacology ,"P239.-DIFFERENT SEROTONIN TYPE 3 SUBUNITS CAN COASSEMBLE INTO 
HETEROMERIC RECEPTORS "
1171," 
Romina Deza Ponzio1",Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1172, Romina B Cejas2,Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1173, Paula A Albrecht1,Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1174, Lucía Eugenia Fernandez-Hubeid1,Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1175," Liliana M 
Cancela1",Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1176, Fernando J Irazoqui2,Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1177, Miriam B Virgolini1 ,Neurochemistry and Neuropharmacology ," 
P240.-Differences in ALDH2 activity in SH-SY5Y and HepG2 cell lines exposed to 
lead and ethanol "
1178," 
Pía V. Euliarte",Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1179, Andrea S. Guzman,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1180, María P. Avalos,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1181, Marianela A. Sanchez,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1182, Leandro Oliveros,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1183," Daiana 
Rigoni",Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1184, Flavia A. Bollati,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1185, Liliana M. Cancela ,Neurochemistry and Neuropharmacology ,"P241.-CONTEXT-SPECIFIC INCREASE OF GLUTAMATE TRANSMISSION  IN 
COCAINE- CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1186," 
Macarena Soledad Fernandez1",Neurochemistry and Neuropharmacology ," 
P242.-Effects of acute binge ethanol intoxication on apoptosis in hippocampus 
in rats with chronic restraint stress or not "
1187,2,Neurochemistry and Neuropharmacology ," 
P242.-Effects of acute binge ethanol intoxication on apoptosis in hippocampus 
in rats with chronic restraint stress or not "
1188, Soledad De Olmos1,Neurochemistry and Neuropharmacology ," 
P242.-Effects of acute binge ethanol intoxication on apoptosis in hippocampus 
in rats with chronic restraint stress or not "
1189, Ricardo Marcos Pautassi1,Neurochemistry and Neuropharmacology ," 
P242.-Effects of acute binge ethanol intoxication on apoptosis in hippocampus 
in rats with chronic restraint stress or not "
1190,2 ,Neurochemistry and Neuropharmacology ," 
P242.-Effects of acute binge ethanol intoxication on apoptosis in hippocampus 
in rats with chronic restraint stress or not "
1191," 
Lucía Eugenia Fernandez Hubeid",Neurochemistry and Neuropharmacology ,"P243.-PESTICIDES, TOXIC ALDEHYDES AND PARKINSONISM "
1192, Paula Alejandra Albrecht,Neurochemistry and Neuropharmacology ,"P243.-PESTICIDES, TOXIC ALDEHYDES AND PARKINSONISM "
1193, Romina Deza-Ponzio,Neurochemistry and Neuropharmacology ,"P243.-PESTICIDES, TOXIC ALDEHYDES AND PARKINSONISM "
1194, Liliana Marina Cancela,Neurochemistry and Neuropharmacology ,"P243.-PESTICIDES, TOXIC ALDEHYDES AND PARKINSONISM "
1195," 
Miriam Beatriz Virgolini  ",Neurochemistry and Neuropharmacology ,"P243.-PESTICIDES, TOXIC ALDEHYDES AND PARKINSONISM "
1196," 
Rocío Beatriz Foltran1",Neurochemistry and Neuropharmacology ,"P244.-Validation of a protocol for oral administration of PCPA, an inhibitor of 
serotonin synthesis "
1197, Karen Stefani1,Neurochemistry and Neuropharmacology ,"P244.-Validation of a protocol for oral administration of PCPA, an inhibitor of 
serotonin synthesis "
1198, Christian Höcht2,Neurochemistry and Neuropharmacology ,"P244.-Validation of a protocol for oral administration of PCPA, an inhibitor of 
serotonin synthesis "
1199, Silvina Diaz1 ,Neurochemistry and Neuropharmacology ,"P244.-Validation of a protocol for oral administration of PCPA, an inhibitor of 
serotonin synthesis "
1200," 
Alejandrina Funes1",Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1201,2,Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1202, Luisina Andrea Cima1,Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1203, Cintia Konjuh1,Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1204, Alejandra Maria Pacchioni1,Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1205,2 ,Neurochemistry and Neuropharmacology ,"P245.-Study of the possible interaction between Wnt canonical pathway and 
myelin proteins in cocaine-induced behavioral sensitization "
1206," 
María Florencia Foitzick",Neurochemistry and Neuropharmacology ,"P246.-CHRONIC BENZODIAZEPINE EXPOSURE REGULATES GABA-A RECEPTOR 
EXRESSION IN RAT CEREBRAL CORTEX "
1207, Nelsy B Medina,Neurochemistry and Neuropharmacology ,"P246.-CHRONIC BENZODIAZEPINE EXPOSURE REGULATES GABA-A RECEPTOR 
EXRESSION IN RAT CEREBRAL CORTEX "
1208, María Clara Gravielle ,Neurochemistry and Neuropharmacology ,"P246.-CHRONIC BENZODIAZEPINE EXPOSURE REGULATES GABA-A RECEPTOR 
EXRESSION IN RAT CEREBRAL CORTEX "
1209," 
Andrea S. Guzman",Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1210, Pia V. Euliarte,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1211, María P. Avalos,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1212, Marianela A. Sanchez,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1213, Leandro Oliveros,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1214," Daiana 
Rigoni",Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1215, Flavia A. Bollati,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1216, Liliana M. Cancela ,Neurochemistry and Neuropharmacology ,"P247.-RESTRAINT STRESS-INDUCED ENHANCEMENT OF GLUTAMATE 
TRANSMISSION WITHIN NUCLEUS ACCUMBENS CORE AFTER EXTINCTION OF 
COCAINE-CONDITIONED PLACE PREFERENCE: AN IN VIVO MICRODIALYSIS 
STUDY "
1217," 
Maria Ximena Lopez Hill1",Neurochemistry and Neuropharmacology ,"P248.-GABAergic disinhibition of the anterior thalamic nucleus partly mimics 
behavioral responses induced by MK-801. Regional expression pattern of FRA-
2 "
1218, Analia Richeri2,Neurochemistry and Neuropharmacology ,"P248.-GABAergic disinhibition of the anterior thalamic nucleus partly mimics 
behavioral responses induced by MK-801. Regional expression pattern of FRA-
2 "
1219, Ronald Mc.Gregor3,Neurochemistry and Neuropharmacology ,"P248.-GABAergic disinhibition of the anterior thalamic nucleus partly mimics 
behavioral responses induced by MK-801. Regional expression pattern of FRA-
2 "
1220, Cecilia Scorza1 ,Neurochemistry and Neuropharmacology ,"P248.-GABAergic disinhibition of the anterior thalamic nucleus partly mimics 
behavioral responses induced by MK-801. Regional expression pattern of FRA-
2 "
1221," 
María José Malleville Corpa1",Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1222,2,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1223, Marianela Evelyn Traetta1,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1224,2,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1225, Martin Gabriel Codagnone1,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1226,2,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1227," Nonthué 
Alejandra Uccelli1",Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1228, Einav Tamara Litvak1,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1229, Sandra Zárate1,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1230,3,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1231, Analía Reinés1,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1232,2 ,Neurochemistry and Neuropharmacology ,"P249.-In search of the serotonin role in the contrasting synapse remodeling 
induced by fluoxetine in cortical and hippocampal neurons. "
1233," 
Natalia Andrea Marchese",Neurochemistry and Neuropharmacology ,"P250.-AT1 receptors are essential players in the development of 
amphetamine-induced inflammation in prefrontal cortex: relevance for 
neuroinflammatory pathologies "
1234, Victoria Belén Occhieppo,Neurochemistry and Neuropharmacology ,"P250.-AT1 receptors are essential players in the development of 
amphetamine-induced inflammation in prefrontal cortex: relevance for 
neuroinflammatory pathologies "
1235, Osvaldo Martin Basmadjian,Neurochemistry and Neuropharmacology ,"P250.-AT1 receptors are essential players in the development of 
amphetamine-induced inflammation in prefrontal cortex: relevance for 
neuroinflammatory pathologies "
1236, Claudia Bregonzio ,Neurochemistry and Neuropharmacology ,"P250.-AT1 receptors are essential players in the development of 
amphetamine-induced inflammation in prefrontal cortex: relevance for 
neuroinflammatory pathologies "
1237," 
Macarena Mari",Neurochemistry and Neuropharmacology ,"P251.-A New Old Tale: Dopamine Transporter implications in an Attention-
Deficit Hyperactivity Disorder (ADHD) animal model "
1238, Guillermo Fernández,Neurochemistry and Neuropharmacology ,"P251.-A New Old Tale: Dopamine Transporter implications in an Attention-
Deficit Hyperactivity Disorder (ADHD) animal model "
1239, María Gabriela Paglini ,Neurochemistry and Neuropharmacology ,"P251.-A New Old Tale: Dopamine Transporter implications in an Attention-
Deficit Hyperactivity Disorder (ADHD) animal model "
1240," 
Feres José Mocayar Marón1",Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1241, Virna Margarita Martín Giménez2,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1242, Luciana Matzzei1,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1243, Emiliano Diez4,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1244," 
Sebastián García3",Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1245, Manuel Guevara1,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1246, Diego Enrique Kassuha2,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1247, Roberto Yunes3,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1248, Walter Manucha1 ,Neurochemistry and Neuropharmacology ," 
P252.-NANO-FORMULATED ANANDAMIDE DECREASES NEUROINFLAMMATORY 
MARKERS IN SPONTANEOUSLY HYPERTENSIVE RATS "
1249,," 
P253.- Withdrawn abstract ",Neurochemistry and Neuropharmacology 
1250,P254.-Allosteric Modulation of α7 Nicotinic Receptors by Flavonoids , ,Neurochemistry and Neuropharmacology 
1251," 
Jose Prieto1",Neurochemistry and Neuropharmacology ,"P255.-Locomotor sensitization and gene expression induced by Coca Paste in 
mice Nucleus Accumbens and Prefrontal Cortex "
1252, Betina González2,Neurochemistry and Neuropharmacology ,"P255.-Locomotor sensitization and gene expression induced by Coca Paste in 
mice Nucleus Accumbens and Prefrontal Cortex "
1253, Javier Muñiz2,Neurochemistry and Neuropharmacology ,"P255.-Locomotor sensitization and gene expression induced by Coca Paste in 
mice Nucleus Accumbens and Prefrontal Cortex "
1254, Verónica Bisagno2,Neurochemistry and Neuropharmacology ,"P255.-Locomotor sensitization and gene expression induced by Coca Paste in 
mice Nucleus Accumbens and Prefrontal Cortex "
1255, Cecilia Scorza1 ,Neurochemistry and Neuropharmacology ,"P255.-Locomotor sensitization and gene expression induced by Coca Paste in 
mice Nucleus Accumbens and Prefrontal Cortex "
1256," 
Ana Belen Ramos Hryb1",Neurochemistry and Neuropharmacology ,"P256.-Chronic unpredictable stress in Drosophila as a preclinical model for 
psychopharmacology research "
1257, Mauro Federico Ramirez2,Neurochemistry and Neuropharmacology ,"P256.-Chronic unpredictable stress in Drosophila as a preclinical model for 
psychopharmacology research "
1258, Cilene Lino de Oliveira1,Neurochemistry and Neuropharmacology ,"P256.-Chronic unpredictable stress in Drosophila as a preclinical model for 
psychopharmacology research "
1259, Mario Rafael Pagani2 ,Neurochemistry and Neuropharmacology ,"P256.-Chronic unpredictable stress in Drosophila as a preclinical model for 
psychopharmacology research "
1260," 
Daiana Rigoni1",Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1261, María P. Avalos1,Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1262, Andrea S. Guzman1,Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1263, Mariano Bisbal2,Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1264, M. Julieta Boezio1,Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1265," Liliana M. 
Cancela1",Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1266, Flavia Bollati1 ,Neurochemistry and Neuropharmacology ,"P257.-Impact of stress in the vulnerability to cocaine addiction: role of cofilin 
in nucleus accumbens "
1267," 
Marianela Sanchez",Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1268, Maria Paula Avalos,Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1269, Andrea S. Guzman,Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1270, Pia V. Euliarte,Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1271, Daiana Rigoni,Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1272, Flavia Bollati,Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1273," 
Liliana M. Cancela ",Neurochemistry and Neuropharmacology ,"P258.-Comorbidity between chronic restraint stress and cocaine self-
administration: role of glial proteins in nucleus accumbens plasticity "
1274," 
Federico Zamberlan1",Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1275, Camila Sanz3,Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1276, Rocio Martinez Vivot1,Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1277, Carla Pallavicini2,Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1278, Fire Erowid4,Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1279, Earth Erowid4,Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1280," 
Enzo Tagliazucchi1 ",Neurochemistry and Neuropharmacology ,"P259.-The varieties of the psychedelic experience: association between 
reported subjective effects, binding affinity profiles and molecular structures 
of eighteen psychoactive compounds "
1281," 
Florencia Altschuler",Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1282, María F. González Fleitas,Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1283, Mónica S. Chianelli,Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1284, Pablo H. Sande,Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1285, Damián Dorfman,Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1286," 
Ruth E. Rosenstein",Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1287, Marcos L. Aranda ,Neuroendocrinology and Neuroimmunology ,P260.-Retinal effects of optic nerve inflammation 
1288," 
Marcos L. Aranda1",Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1289, Florencia Altschuler1,Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1290, María F. González Fleitas1,Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1291, Diego Guerrieri2,Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1292," Hernán H. 
Dieguez1",Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1293, Damián Dorfman1,Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1294, Ruth E. Rosenstein1 ,Neuroendocrinology and Neuroimmunology ,P261.-Leukocytes as key players in optic nerve neuroinflammation 
1295," 
Franco Barrile",Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1296, María Paula Cornejo,Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1297, Pablo Nicolás De Francesco,Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1298, Guadalupe García Romero,Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1299," Mirta 
Reynaldo",Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1300, Mario Perelló ,Neuroendocrinology and Neuroimmunology ,"P262.-NEUROANATOMICAL AND FUNCTIONAL CHARACTERIZATION OF THE 
GHRELIN-RESPONSIVE NEURONS OF THE LATERAL HYPOTHALAMIC AREA "
1301," 
Franco Juan Cruz Dolcetti1",Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1302, Eugenia Falomir-Lockhart1,Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1303, Macarena Lorena Herrera3,Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1304, Claudia Hereñú2,Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1305," 
Garcia Segura Luis Miguel4",Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1306, Arevalo María Ángeles4,Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1307, Maria Jose Bellini1 ,Neuroendocrinology and Neuroimmunology ,P263.-IGF1 gene therapy delays reproductive senescence 
1308," 
Maia Uriarte",Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
1309, Pablo Nicolás De Francesco,Neuroendocrinology and Neuroimmunology ," 
P264.-THE BLOOD-CEREBROSPINAL FLUID BARRIER TRANSPORTS CIRCULATING 
GHRELIN INTO THE BRAIN "
