,autor,tema,poster
1051, Gabriel B. Mindlin1,Motor Systems ," 
P201.-Local field potential in cortical avian nucleus supports a 
circular model for birdsong production "
1052, Ana Amador1 ,Motor Systems ," 
P201.-Local field potential in cortical avian nucleus supports a 
circular model for birdsong production "
1053,Macarena Lorena Herrera1,Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1054, Osvaldo Martín Basmadjian1,Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1055," Leandro Gabriel 
Champarini1",Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1056, Eugenia Falomir Lockhart2,Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1057, Franco Juan-Cruz Dolcetti2,Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1058," Claudia 
Beatriz Hereñú1",Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1059, María José Bellini2 ,Motor Systems ,"P202.-Sex-frailty differences in aging mice: neuropathologies 
and therapeutic projections "
1060,Javier N. Lassa Ortiz1,Motor Systems ,"P203.-Significant instances in motor gestures of different 
songbird species "
1061, Cecilia T. Herbert1,Motor Systems ,"P203.-Significant instances in motor gestures of different 
songbird species "
1062, Gabriel B. Mindlin1,Motor Systems ,"P203.-Significant instances in motor gestures of different 
songbird species "
1063, Ana Amador1 ,Motor Systems ,"P203.-Significant instances in motor gestures of different 
songbird species "
1064,Agostina Stahl1,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1065, Rodrigo Paz1,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1066, Juan Pablo Beccaria1,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1067, Diego Pafundo1,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1068," Juan 
Belforte1",Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1069, Lorena Rela1,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1070, Gustavo Murer1 ,Motor Systems ,"P204.-Deletion of NMDA receptors in cholinergic neurons 
increases L-Dopa induced dyskinesia "
1071,Ayelen I. Groisman1,Neural Circuit Physiology ,"P205.-Long-lasting remodeling of inhibitory networks by 
hippocampal adult neurogenesis "
1072, Sung M. Yang1,Neural Circuit Physiology ,"P205.-Long-lasting remodeling of inhibitory networks by 
hippocampal adult neurogenesis "
1073, Alejandro F. Schinder1 ,Neural Circuit Physiology ,"P205.-Long-lasting remodeling of inhibitory networks by 
hippocampal adult neurogenesis "
1074,Lautaro Ledesma2,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1075, Ezequiel Martin Tibaldi2,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1076, Maria Belen Gori1,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1077, Fabián Nishida1,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1078," 
Fernando Chaure1",Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1079, Gerardo Battaglia3,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1080, Silvia Kochen1 ,Neural Circuit Physiology ,"P206.-Analysis of Neuron Firing Rates and Covariance during 
Rapid Kindling "
1081,Ana Fabiola Macchione2,Neural Circuit Physiology ,"P207.-EARLY ETHANOL PREEXPOSURE MODIFIES 
EXPRESSION OF THE 5HT2A RECEPTOR PROMOTING LONG-
TERM BREATHING PLASTICITY IN NEONATE RATS "
1082, Florencia Anunziata1,Neural Circuit Physiology ,"P207.-EARLY ETHANOL PREEXPOSURE MODIFIES 
EXPRESSION OF THE 5HT2A RECEPTOR PROMOTING LONG-
TERM BREATHING PLASTICITY IN NEONATE RATS "
1083, Milagros Sahonero3,Neural Circuit Physiology ,"P207.-EARLY ETHANOL PREEXPOSURE MODIFIES 
EXPRESSION OF THE 5HT2A RECEPTOR PROMOTING LONG-
TERM BREATHING PLASTICITY IN NEONATE RATS "
1084," Verónica 
Trujillo1",Neural Circuit Physiology ,"P207.-EARLY ETHANOL PREEXPOSURE MODIFIES 
EXPRESSION OF THE 5HT2A RECEPTOR PROMOTING LONG-
TERM BREATHING PLASTICITY IN NEONATE RATS "
1085, Juan Carlos Molina1 ,Neural Circuit Physiology ,"P207.-EARLY ETHANOL PREEXPOSURE MODIFIES 
EXPRESSION OF THE 5HT2A RECEPTOR PROMOTING LONG-
TERM BREATHING PLASTICITY IN NEONATE RATS "
1086,Maria Cecilia Martinez1,Neural Circuit Physiology ," 
P208.-Neuronal correlates for the timely execution of actions in 
the dorsal striatum "
1087,2,Neural Circuit Physiology ," 
P208.-Neuronal correlates for the timely execution of actions in 
the dorsal striatum "
1088, Gustavo Murer1,Neural Circuit Physiology ," 
P208.-Neuronal correlates for the timely execution of actions in 
the dorsal striatum "
1089, Mariano Belluscio1 ,Neural Circuit Physiology ," 
P208.-Neuronal correlates for the timely execution of actions in 
the dorsal striatum "
1090,Matias Mugnaini2,Neural Circuit Physiology ," 
P209.-Adult born dentate granule cells evoke CA3 activity with 
a gain that increases along maturation "
1091, Verónica C. Piatti1,Neural Circuit Physiology ," 
P209.-Adult born dentate granule cells evoke CA3 activity with 
a gain that increases along maturation "
1092, Alejandro Schinder1,Neural Circuit Physiology ," 
P209.-Adult born dentate granule cells evoke CA3 activity with 
a gain that increases along maturation "
1093, Emilio Kropff2 ,Neural Circuit Physiology ," 
P209.-Adult born dentate granule cells evoke CA3 activity with 
a gain that increases along maturation "
1094,Nicolas M Fulginiti1,Neural Circuit Physiology ,"P210.-Lower density of perisomatic GABAergic boutons 
containing α1 subunit and Excitation/Inhibition imbalance in a 
mouse model of schizophrenia "
1095, Carlos A Petrell-Annan1,Neural Circuit Physiology ,"P210.-Lower density of perisomatic GABAergic boutons 
containing α1 subunit and Excitation/Inhibition imbalance in a 
mouse model of schizophrenia "
1096, Juan E Belforte1,Neural Circuit Physiology ,"P210.-Lower density of perisomatic GABAergic boutons 
containing α1 subunit and Excitation/Inhibition imbalance in a 
mouse model of schizophrenia "
1097, Diego E Pafundo1 ,Neural Circuit Physiology ,"P210.-Lower density of perisomatic GABAergic boutons 
containing α1 subunit and Excitation/Inhibition imbalance in a 
mouse model of schizophrenia "
1098,Olivia Pedroncini1,Neural Circuit Physiology ," 
P211.-Exploring the influence of higher order brain regions on 
the piriform cortex neuronal activity "
1099, Noel Federman1,Neural Circuit Physiology ," 
P211.-Exploring the influence of higher order brain regions on 
the piriform cortex neuronal activity "
1100, María Sol Ramos1,Neural Circuit Physiology ," 
P211.-Exploring the influence of higher order brain regions on 
the piriform cortex neuronal activity "
1101, Antonia Marin Burgin1 ,Neural Circuit Physiology ," 
P211.-Exploring the influence of higher order brain regions on 
the piriform cortex neuronal activity "
1102,Daniela Piña Novo1,Neural Circuit Physiology ,"P212.-Cortical spiking activity entrainment with beta 
oscillations is enhanced after nigrostriatal degeneration and 
when L-DOPA effects have worn off "
1103, Mariano Belluscio1,Neural Circuit Physiology ,"P212.-Cortical spiking activity entrainment with beta 
oscillations is enhanced after nigrostriatal degeneration and 
when L-DOPA effects have worn off "
1104, Gustavo Murer1 ,Neural Circuit Physiology ,"P212.-Cortical spiking activity entrainment with beta 
oscillations is enhanced after nigrostriatal degeneration and 
when L-DOPA effects have worn off "
1105,Sofia Stupniki1,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1106, Leonardo Dionisio1,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1107,2,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1108, Gabriel Tomas Perotti2,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1109," Esteban Pablo 
Barila1",Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1110, Leandro Dye2,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1111, Adrienn Kovács3,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1112, Tsogbadrakh Bayasgalan3,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1113, Balazs Pal3,Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1114," 
Guillermo Spitzmaul1 ",Neural Circuit Physiology ,"P213.-Physiological significance of the KCNQ4-mediated M-
current in the pedunculopontine nucleus of the reticular 
activating system "
1115,Natalia Andersen1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1116,3,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1117, Tania Veuthey1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1118,3,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1119, Facundo Aletto1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1120,3,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1121, Milagros Fariña1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1122,3,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1123," 
Gustavo Silbestri2",Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1124,4,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1125, Diego Rayes1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1126,3,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1127, María José De Rosa1,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1128,3 ,Neurochemistry and Neuropharmacology ,"P214.-Protective effects of imidazolium salts in C. elegans 
models of stress and neurodegeneration "
1129,Carolina Del Valle Bessone1,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1130, Sofía M. Martinez1,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1131, Jose D. Luna3,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1132," Marilyn A. 
Márquez3",Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1133, Daniel A. Allemandi1,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1134, Ágata R. Carpentieri2,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1135, Daniela A. Quinteros1 ,Neurochemistry and Neuropharmacology ,"P215.-Neuroprotective effect of melatonin loaded in 
ethylcellulose nanoparticles applied topically in a retinal 
degeneration model in rabbits "
1136,Natalia Colettis1,Neurochemistry and Neuropharmacology ,"P216.-Flavone derivatives with broad range of therapeutic 
effects for Alzheimer´s disease "
1137, Marina Rademacher1,Neurochemistry and Neuropharmacology ,"P216.-Flavone derivatives with broad range of therapeutic 
effects for Alzheimer´s disease "
1138, Fabiola Kamecki1,Neurochemistry and Neuropharmacology ,"P216.-Flavone derivatives with broad range of therapeutic 
effects for Alzheimer´s disease "
1139, Carolina Marcucci1,Neurochemistry and Neuropharmacology ,"P216.-Flavone derivatives with broad range of therapeutic 
effects for Alzheimer´s disease "
1140," 
Mariel Marder1 ",Neurochemistry and Neuropharmacology ,"P216.-Flavone derivatives with broad range of therapeutic 
effects for Alzheimer´s disease "
1141,Mara Florencia Gonzalez Fleitas1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1142, Julian Daniel Devouassoux1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1143," Marcos Luis 
Aranda1",Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1144, Juan Salvador Calanni1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1145, Hernan Dieguez1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1146, Damian Dorfman1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1147," Monica 
Chialelli1",Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1148, Maria Ines Keller Sarmiento1,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1149, Ruth E Rosenstein1 ,Neurochemistry and Neuropharmacology ,"P217.-ENRICHED ENVIRONMENT INDUCES 
NEUROPROTECTION AGAINST VISUAL DISFUNCTIONS 
WITHIN EXPERIMENTAL GLAUCOMA IN RATS "
1150,Andrea Susana Guzman1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1151, María Paula Avalos1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1152, Pia Valentina Euliarte1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1153," Marianela 
Sanchez1",Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1154, Daiana Rigoni1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1155, Julieta Boezio1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1156, Flavia Bollati1,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1157, Liliana Cancela1 ,Neurochemistry and Neuropharmacology ,"P218.-CB1 receptor agonism potentiated stress-induced 
enhancement of extracellular glutamate in nucleus accumbens 
core after extinction of cocaine-conditioned place preference "
1158,Silvia Lores Arnaiz1,Neurochemistry and Neuropharmacology ,"P219.-The blockade of low affinity neurotensin receptor alters 
mitochondrial bioenergetics and the triade NMDA receptor, 
PSD-95 and nNOS proteins "
1159, Analía G. Karadayian1,Neurochemistry and Neuropharmacology ,"P219.-The blockade of low affinity neurotensin receptor alters 
mitochondrial bioenergetics and the triade NMDA receptor, 
PSD-95 and nNOS proteins "
1160, Alicia A. Gutnisky2,Neurochemistry and Neuropharmacology ,"P219.-The blockade of low affinity neurotensin receptor alters 
mitochondrial bioenergetics and the triade NMDA receptor, 
PSD-95 and nNOS proteins "
1161," Jennifer L. 
Miranda2",Neurochemistry and Neuropharmacology ,"P219.-The blockade of low affinity neurotensin receptor alters 
mitochondrial bioenergetics and the triade NMDA receptor, 
PSD-95 and nNOS proteins "
1162, Georgina Rodríguez de Lores Arnaiz2 ,Neurochemistry and Neuropharmacology ,"P219.-The blockade of low affinity neurotensin receptor alters 
mitochondrial bioenergetics and the triade NMDA receptor, 
PSD-95 and nNOS proteins "
1163,Carolina Marcucci 1,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1164, Natalia Colettis 1,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1165, Fabiola Kamecki 1,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1166, Marina Rademacher 1,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1167," 
Hernán Gerónimo Bach 3",Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1168, Marcelo Luis Wagner 2,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1169, Rafael Alejandro Ricco 2,Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1170," Mariel 
Marder 1 ",Neurochemistry and Neuropharmacology ,"P220.-Argentine valerians: Potential effects on CNS targets 
related to Alzheimer disease "
1171,Sonia Jazmín Molina1,Neurochemistry and Neuropharmacology ,"P221.-Early noise exposure can induce short and long term 
changes on reactive oxygen species (ROS) levels and catalase 
activity (CAT) in developing rat hippocampus that can be 
prevented through housing in an enriched environment during 
adolescence "
1172, Gustavo Ezequiel Buján3,Neurochemistry and Neuropharmacology ,"P221.-Early noise exposure can induce short and long term 
changes on reactive oxygen species (ROS) levels and catalase 
activity (CAT) in developing rat hippocampus that can be 
prevented through housing in an enriched environment during 
adolescence "
1173, Francisco Capani2,Neurochemistry and Neuropharmacology ,"P221.-Early noise exposure can induce short and long term 
changes on reactive oxygen species (ROS) levels and catalase 
activity (CAT) in developing rat hippocampus that can be 
prevented through housing in an enriched environment during 
adolescence "
1174," Laura Ruth 
Guelman1 ",Neurochemistry and Neuropharmacology ,"P221.-Early noise exposure can induce short and long term 
changes on reactive oxygen species (ROS) levels and catalase 
activity (CAT) in developing rat hippocampus that can be 
prevented through housing in an enriched environment during 
adolescence "
1175,Guillermo Fernández1,Neurochemistry and Neuropharmacology ,"P222.-Evidence of the role of Cyclin Dependent Kinase 5 in 
DAT expression and functioning "
1176, Macarena Mari1,Neurochemistry and Neuropharmacology ,"P222.-Evidence of the role of Cyclin Dependent Kinase 5 in 
DAT expression and functioning "
1177, Antonella Montemerlo2,Neurochemistry and Neuropharmacology ,"P222.-Evidence of the role of Cyclin Dependent Kinase 5 in 
DAT expression and functioning "
1178," María Dolores 
Rubianes2",Neurochemistry and Neuropharmacology ,"P222.-Evidence of the role of Cyclin Dependent Kinase 5 in 
DAT expression and functioning "
1179, María Gabriela Paglini1 ,Neurochemistry and Neuropharmacology ,"P222.-Evidence of the role of Cyclin Dependent Kinase 5 in 
DAT expression and functioning "
1180,Ana Belén Ramos-Hryb1,Neurochemistry and Neuropharmacology ,"P223.-Implementation of an axotomy paradigm in Drosophila 
wings to study the role of FKBP2 in neurodegeneration "
1181, Mario Daniel Galigniana2,Neurochemistry and Neuropharmacology ,"P223.-Implementation of an axotomy paradigm in Drosophila 
wings to study the role of FKBP2 in neurodegeneration "
1182, Mario Rafael Pagani3 ,Neurochemistry and Neuropharmacology ,"P223.-Implementation of an axotomy paradigm in Drosophila 
wings to study the role of FKBP2 in neurodegeneration "
1183,Daiana Rigoni1,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1184, María P. Avalos1,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1185, Mariano Bisbal2,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1186, Julieta Boezio1,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1187," Andrea S. 
Guzman1",Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1188, Liliana M. Cancela1,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1189, Flavia Bollati1 ,Neurochemistry and Neuropharmacology ,"P224.-Participation of cofilin in the sensitization between 
chronic stress and cocaine in nucleus accumbens core "
1190,Anahí Rodriguez1,Neurochemistry and Neuropharmacology ,"P225.-Behavioral and pharmacological challenges unmask 
ketamine long-term alterations: AT1 receptors role "
1191, Andrea Jaime1,Neurochemistry and Neuropharmacology ,"P225.-Behavioral and pharmacological challenges unmask 
ketamine long-term alterations: AT1 receptors role "
1192, Victoria Belén Occhieppo1,Neurochemistry and Neuropharmacology ,"P225.-Behavioral and pharmacological challenges unmask 
ketamine long-term alterations: AT1 receptors role "
1193," Natalia Andrea 
Marchese1",Neurochemistry and Neuropharmacology ,"P225.-Behavioral and pharmacological challenges unmask 
ketamine long-term alterations: AT1 receptors role "
1194, Claudia Bregonzio1 ,Neurochemistry and Neuropharmacology ,"P225.-Behavioral and pharmacological challenges unmask 
ketamine long-term alterations: AT1 receptors role "
1195,Luciano Román-Albasini1,Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1196, Gabriela Díaz-Véliz2,Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1197, Felipe Antonio Olave1,Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1198," Felipe 
Ignacio Aguayo1",Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1199, Wladimir Antonio Corrales1,Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1200, Juan Pablo Silva1,Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1201," Jenny Lucy 
Fiedler1 ",Neurochemistry and Neuropharmacology ,"P226.-Behavioral and molecular modulation of the stressed 
glutamatergic synapse by fasudil, a Rho-kinase inhibitor with 
antidepressant potential "
1202,Marianela Adela Sanchez1*,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1203, Maria Paula Avalos1*,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1204, Andrea Susana Guzman1,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1205," 
Julieta Boezio1",Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1206, Daiana Rigoni1,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1207, Pia Eluarte1,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1208, Flavia Andrea Bollati1,Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1209," Liliana Marina 
Cancela1 ",Neurochemistry and Neuropharmacology ," 
P227.-Inhibition of NFkB pathway in Nucleus Accumbens core 
prevents stress-induced cross-sensitization to cocaine "
1210,María de los Milagros Bürgi1,Neurochemistry and Neuropharmacology ,"P228.-Potential uses of new human erythropoietin (hEPO)-
derivatives for the treatment of neurodegenerative diseases "
1211, Gabriela Aparicio2,Neurochemistry and Neuropharmacology ,"P228.-Potential uses of new human erythropoietin (hEPO)-
derivatives for the treatment of neurodegenerative diseases "
1212, Ricardo Kratje1,Neurochemistry and Neuropharmacology ,"P228.-Potential uses of new human erythropoietin (hEPO)-
derivatives for the treatment of neurodegenerative diseases "
1213," Camila 
Scorticati2",Neurochemistry and Neuropharmacology ,"P228.-Potential uses of new human erythropoietin (hEPO)-
derivatives for the treatment of neurodegenerative diseases "
1214, Marcos Oggero1 ,Neurochemistry and Neuropharmacology ,"P228.-Potential uses of new human erythropoietin (hEPO)-
derivatives for the treatment of neurodegenerative diseases "
1215,Emilce A. Villegas Chaves1,Neurochemistry and Neuropharmacology ," 
P229.-Sciatic nerve recovery after a chronic constriction injury 
model using EPA/DHA-concentrate fish oil "
1216, Santiago R. Unda Velasco2,Neurochemistry and Neuropharmacology ," 
P229.-Sciatic nerve recovery after a chronic constriction injury 
model using EPA/DHA-concentrate fish oil "
1217, Maria E. Toledo1,Neurochemistry and Neuropharmacology ," 
P229.-Sciatic nerve recovery after a chronic constriction injury 
model using EPA/DHA-concentrate fish oil "
