,score,match,messy,original,id,index,Partial Token Set,Partial Ratio,Token Sort,WRatio,Score Average
4930,0.66,maria florencia zappa villar,maria f. zappa villar, Maria F. Zappa Villar3°4°5°,43587,43584,100,76,83,90,83.0
4931,0.81,ana maria sisti,maria s. sisti, María S. Sisti1°5°,33898,33896,100,79,79,87,81.667
4932,0.69,carolina natalia zanuzzi,carolina n. zanuzzi, Carolina N. Zanuzzi1°2°5°,8894,8893,100,68,86,89,81.0
4933,0.0,martina von wernich,martina von wernich," 
Martina von Wernich1°6°",73936,73932,100,100,100,100,100.0
4934,0.82,agustina elea camina,agustina e. camina, Agustina E. Camiña1°,73762,73758,100,83,92,89,88.0
4935,0.74,paula cecilia reggiani,paula c. reggiani, Paula C. Reggiani3°4°5°,19318,19317,100,65,84,88,79.0
4936,0.68,enrique portiansky,enrique l. portiansky, Enrique L. Portiansky1°5°,8898,8897,100,83,95,95,91.0
4937,0.0,andres acuna,andres acuna ,Andres Acuña 1°,79522,79518,100,100,100,100,100.0
4938,0.74,juan manuel solis,manuel solino , Manuel Soliño 1°,67026,67022,100,85,73,73,77.0
4939,0.0,luciana d'alessio,luciana d'alessio , Luciana D´Alessio 2°,58263,58260,100,100,100,100,100.0
4940,0.0,juan jose lopez,juan jose lopez , Juan Jose Lopez 1°,14381,14380,100,100,100,100,100.0
4941,0.0,cesar fabian loidl,"cesar fabian loidl 
"," César Fabián Loidl 
1°",71137,71133,100,100,100,100,100.0
4942,0.0,pablo vazquez,pablo vazquez , Pablo Vázquez 1°,3541,3540,100,100,100,100,100.0
4943,0.0,maite arana,maite arana ,"
Maite Arana 1°",76846,76842,100,100,100,100,100.0
4944,0.81,yanel andrea volonte,yanel volonte , Yanel Volonté 1°,2427,2426,100,79,79,86,81.333
4945,0.98,susana pereira,joana pereirinha , Joana Pereirinha 2°,24433,24432,67,79,53,73,68.333
4946,1.03,norma graciela casimiro,andreia casimiro , Andreia Casimiro 2°,18286,18285,100,73,41,67,60.333
4947,0.78,facundo heber prado spalm,"facundo prado 
spalm "," Facundo Prado 
Spalm 1°",60075,60072,100,71,86,95,84.0
4948,1.04,roxana macedo,andre macedo , André Macedo 2°,56117,56114,100,69,48,72,63.0
4949,0.59,marcela fabiana heredia,fabiana heredia , Fabiana Heredia 2°,36814,36812,100,97,79,90,88.667
4950,0.0,alisson gontijo,alisson gontijo , Alisson Gontijo 2°,93591,93586,100,100,100,100,100.0
4951,0.0,andres garelli,andres garelli , Andrés Garelli 1°,2786,2785,100,100,100,100,100.0
4952,0.71,barbara yael baredes,barbara yael braz,"
Bárbara Yael Braz",59818,59815,100,88,81,81,83.333
4953,0.0,ettel keifman,ettel keifman, Ettel Keifman,12640,12639,100,100,100,100,100.0
4954,0.0,mario gustavo murer,mario gustavo murer, Mario Gustavo Murer  ,790,789,100,100,100,100,100.0
4955,1.19,florencia podesta,grupo de neurociencia de sistemas,Grupo de Neurociencia de Sistemas,89483,89479,59,65,44,58,55.667
4956,1.15,lucila brocardo,"instituto ifibio-houssay uba-conicet  
lucilabrocardo@gmail.com 
______________________________________________________________"," Instituto IFIBIO-Houssay UBA-CONICET  
lucilabrocardo@gmail.com 
______________________________________________________________ ",12059,12058,73,93,16,56,55.0
4957,0.75,silvana carnevale,agustina carnevale,"
Agustina Carnevale",2822,2821,100,82,51,80,71.0
4958,0.37,paula cornejo,m paula cornejo,"
M Paula Cornejo",4859,4858,100,100,93,95,96.0
4959,0.0,franco barrile,franco barrile, Franco Barrile,92476,92472,100,100,100,100,100.0
4960,0.7,pablo nicolas de francesco,pablo n de francesco, Pablo N De Francesco,15202,15201,100,70,87,90,82.333
4961,0.0,mario perello,mario perello, Mario Perello ,89128,89124,100,100,100,100,100.0
4962,0.0,veronica de la fuente,veronica de la fuente ,"
Verónica de la Fuente 1°2°",75146,75142,100,100,100,100,100.0
4963,1.21,maria alejandra vitale,alexxai v. kravitz , Alexxai V. Kravitz 3°,1450,1449,53,47,51,48,48.667
4964,0.37,maria florencia gonzalez fleitas,gonzalez fleitas maria florencia,"
González Fleitas María Florencia",23522,23521,100,50,100,95,81.667
4965,0.5,marcos luis aranda,aranda marcos luis, Aranda Marcos Luis,23237,23236,100,76,100,95,90.333
4966,0.32,damian dorfman,dorfman damian, Dorfman Damián,23293,23292,100,64,100,95,86.333
4967,0.78,hernan dieguez,dieguez hernan, Dieguez Hernán,77332,77328,100,50,100,95,81.667
4968,0.87,agustina iaquinandi murtagh,iaquinandi agustina," 
Iaquinandi Agustina",77390,77386,100,76,83,95,84.667
4969,0.29,julian daniel devouassoux,devouassoux julian daniel, Devouassoux Julián Daniel,93656,93651,100,53,100,95,82.667
4970,0.72,sebastian de pablo,sande pablo, Sande Pablo,90659,90655,100,91,62,86,79.667
4971,0.72,monica chianelli,chianelli monica, Chianelli Mónica,23366,23365,100,56,100,95,83.667
4972,0.54,maria ines keller sarmiento,"keller 
sarmiento maria ines"," Keller 
Sarmiento María Ines",23486,23485,100,59,100,95,84.667
4973,0.71,ruth estela rosenstein,rosenstein ruth e, Rosenstein Ruth E  ,19252,19251,100,59,87,89,78.333
4974,0.49,maria belen gori,belen gori ,"
Belén Gori 1°2°",37485,37483,100,95,77,90,87.333
4975,0.76,agustin tibaldo,martin tibaldi , Martín Tibaldi 2°,99089,99083,71,73,76,76,75.0
4976,0.0,santiago collavini,santiago collavini , Santiago Collavini 1°3°,61630,61627,100,100,100,100,100.0
4977,0.84,peter convey,juan convey , Juan Convey 2°,77221,77217,100,58,61,67,62.0
4978,0.74,gerardo angel battaglia,gerardo battaglia ," 
Gerardo Battaglia 4°",45382,45379,100,69,85,95,83.0
4979,0.91,gaston ignacio castro,ignacio cerda castro , Ignacio Cerda Castro 2°,88853,88849,100,67,78,78,74.333
4980,0.75,micaela santos,micaela sanzo , Micaela Sanzo 2°,113902,101947,100,86,89,89,88.0
4981,0.84,lautaro lerner,lautaro ledesma , Lautaro Ledesma 2°,178208,123285,100,79,76,76,77.0
4982,0.54,sara silvia kochen kochen,"silvia 
kochen "," Silvia 
Kochen 1°2° ",13739,13738,100,93,68,86,82.333
4983,0.0,maria cecilia martinez,maria cecilia martinez,"
Maria Cecilia Martinez",21799,21798,100,100,100,100,100.0
4984,0.8,mariano andres belluscio,mariano belluscio, Mariano Belluscio  ,3695,3694,100,71,83,95,83.0
4985,0.0,matias mugnaini,matias mugnaini,"
Matias Mugnaini",92921,92916,100,100,100,100,100.0
4986,0.92,veronica pierini,veronica piatti, Verónica Piatti ,84395,84391,100,80,77,77,78.0
4987,0.0,mora ogando,mora ogando,"
Mora Ogando",3757,3756,100,100,100,100,100.0
4988,0.81,maria belen parodi,belen pardi, Belén Pardi,27117,27116,100,91,76,86,84.333
4989,0.92,diego arbo,diego arribas, Diego Arribas,6212,6211,100,80,78,78,78.667
4990,0.64,jose luis morel,luis moreli, Luis Moreli,85963,85959,100,95,77,77,83.0
4991,0.0,antonia marin burgin,antonia marin burgin, Antonia Marín Burgin ,3756,3755,100,100,100,100,100.0
4992,0.81,diego esteban pafundo,diego e pafundo,"
Diego E Pafundo",74443,74439,100,67,83,88,79.333
4993,0.0,daniela pina novo,daniela pina-novo,"
Daniela Piña-Novo",93460,93455,100,94,100,100,98.0
4994,0.8,mariano andres belluscio,mariano belluscio, Mariano Belluscio,3695,3694,100,71,83,95,83.0
4995,0.49,mario gustavo murer,gustavo murer, Gustavo Murer ,790,789,100,100,81,95,92.0
4996,1.08,federico sala,federico sangiuliano jimka ,"
Federico Sangiuliano Jimka 2°",79313,79309,100,85,67,86,79.333
4997,0.0,matias mugnaini,matias mugnaini , Matias Mugnaini 1°,92921,92916,100,100,100,100,100.0
4998,0.82,alejandro fabian schinder,alejandro schinder , Alejandro Schinder 1°,4212,4211,100,68,84,95,82.333
4999,0.92,veronica pierini,veronica piatti , Veronica Piatti 1°,84395,84391,100,75,77,77,76.333
5000,0.0,emilio kropff,emilio kropff ," 
Emilio Kropff 1°",8158,8157,100,100,100,100,100.0
5001,0.87,hernan edgardo grecco,hernan e. grecco ., Hernan E. Grecco 2°. ,10590,10589,100,67,83,88,79.333
5002,0.0,maria florencia santos,maria florencia santos,"
María Florencia Santos",93344,93339,100,100,100,100,100.0
5003,0.87,juan emilio belforte,juan e. belforte, Juan E. Belforte,7258,7257,100,69,86,88,81.0
5004,0.88,camila zold,camila l. zold, Camila L. Zold ,25015,25014,100,73,92,95,86.667
5005,0.0,maria paula avalos,maria paula avalos,"
Maria Paula Avalos",18643,18642,100,100,100,100,100.0
5006,0.58,andrea cecilia cura,a. cecilia cura ,A. Cecilia Cura 1°,35886,35884,100,90,85,87,87.333
5007,0.78,maria gimena gomez castro,gimena gomez , Gimena Gomez 2°,77830,77826,100,100,65,90,85.0
5008,1.14,pablo glanc,enrico glaab , Enrico Glaab 3°,118290,102857,45,45,43,43,43.667
5009,0.85,mariana von staszewski,marek ostaszewski , Marek Ostaszewski 4°,1698,1697,76,74,72,77,74.333
5010,1.02,alejandro jose goncalves,jorge goncalvez , Jorge Gonçalvez 5°,11460,11459,83,77,62,72,70.333
5011,0.75,oscar samuel gershanik,oscar s. gershanik ," 
Oscar S. Gershanik 2°",879,878,100,74,87,89,83.333
5012,0.94,irene rita eloisa taravini,irene re. taravini , Irene RE. Taravini 1°,17421,17420,100,63,74,86,74.333
5013,0.0,guillermo fernandez,guillermo fernandez,"
Guillermo Fernández",125602,108850,100,100,100,100,100.0
5014,1.04,mara pacheco,krapacher favio, Krapacher Favio,68253,68249,61,58,59,59,58.667
5015,0.88,macarena marey,mari macarena, Mari Macarena,16974,16973,100,62,89,85,78.667
5016,0.99,javier matias gobbi,renata ferreira sgobbi ,"
Renata Ferreira Sgobbi 1°",123461,106709,37,58,34,54,48.667
5017,0.99,javier matias gobbi,renata ferreira sgobbi , Renata Ferreira Sgobbi 2°,123461,106709,37,58,34,54,48.667
5018,0.97,daniel jorge,manoel jorge nobre , Manoel Jorge Nobre 1°,64408,64405,100,83,53,86,74.0
5019,0.97,daniel jorge,"manoel jorge 
nobre "," Manoel Jorge 
Nobre 2°",64408,64405,100,83,53,86,74.0
5020,0.97,daniel jorge,manoel jorge nobre , Manoel Jorge Nobre 3°,64408,64405,100,83,53,86,74.0
5021,0.0,rocio beatriz foltran,rocio beatriz foltran ,"
Rocío Beatriz Foltran 1°",23050,23049,100,100,100,100,100.0
5022,0.0,christian hocht,christian hocht , Christian Höcht 2°,65814,65810,100,100,100,100,100.0
5023,0.97,irene rita eloisa taravini,irene taravini , Irene Taravini 3°,17421,17420,100,69,70,86,75.0
5024,0.0,silvina diaz,silvina diaz , Silvina Diaz 1° ,3177,3176,100,100,100,100,100.0
5025,0.0,alejandrina funes,alejandrina funes ,"
Alejandrina Funes 1°2°",61176,61173,100,100,100,100,100.0
5026,0.0,silvana beatriz rosso,silvana beatriz rosso , Silvana Beatriz Rosso 1°2°,4819,4818,100,100,100,100,100.0
5027,0.0,alejandra maria pacchioni,alejandra maria pacchioni , Alejandra María Pacchioni 1°2° ,4745,4744,100,100,100,100,100.0
5028,0.79,andrea guzman,andrea susana guzman*,Andrea Susana Guzman*,50277,50274,100,77,79,86,80.667
5029,0.0,maria paula avalos,maria paula avalos*, María Paula Avalos*,18643,18642,100,100,100,100,100.0
5030,0.0,constanza garcia keller,constanza garcia-keller, Constanza Garcia-Keller,18520,18519,100,96,100,100,98.667
5031,0.0,liliana marina cancela,"liliana 
marina cancela"," Liliana 
Marina Cancela ",18466,18465,100,95,100,98,97.667
5032,0.0,luciana isaja,luciana isaja,"
Luciana Isaja",78004,78000,100,100,100,100,100.0
5033,0.71,melina paula bordone,melina bordone, Melina Bordone,24290,24289,100,71,82,95,82.667
5034,0.44,maria alejandra bernardi,alejandra bernardi, Alejandra Bernardi,59110,59107,100,100,86,95,93.667
5035,0.78,maria gimena gomez castro,gimena gomez, Gimena Gomez,77830,77826,100,100,65,90,85.0
5036,0.8,oscar samuel gershanik,oscar gershanik, Oscar Gershanik,879,878,100,73,81,95,83.0
5037,0.0,sara sanz blasco,"sara 
sanz-blasco"," Sara 
Sanz-Blasco",20528,20527,100,88,100,97,95.0
5038,0.68,juan esteban ferrario,juan ferrario, Juan Ferrario  ,22571,22570,100,85,76,86,82.333
5039,0.85,matias landau,matias lasala,"
Matías Lasala",6949,6948,100,77,77,77,77.0
5040,0.0,jeremias corradi,jeremias corradi, Jeremías Corradi,8688,8687,100,100,100,100,100.0
5041,0.0,ariana bruzzone,ariana bruzzone, Ariana Bruzzone,22213,22212,100,100,100,100,100.0
5042,0.65,maria del carmen esandi,carmen esandi, Carmen Esandi,5546,5545,100,100,72,90,87.333
5043,0.0,cecilia bouzat,cecilia bouzat, Cecilia Bouzat  ,7500,7499,100,100,100,100,100.0
5044,0.0,sonia jazmin molina,sonia jazmin molina ,"
Sonia Jazmin Molina 1°",58728,58725,100,100,100,100,100.0
5045,0.0,francisco capani,francisco capani , Francisco Capani 2°,11747,11746,100,100,100,100,100.0
5046,0.0,laura ruth guelman,laura ruth guelman , Laura Ruth Guelman 1°,686,685,100,100,100,100,100.0
5047,0.0,daiana rigoni,daiana rigoni ,Daiana Rigoni 1°,59023,59020,100,100,100,100,100.0
5048,0.87,maria pavon,maria p. avalos , María P. Avalos 1°,40340,40338,100,82,56,77,71.667
5049,0.0,mariano bisbal,mariano bisbal , Mariano Bisbal 2°,2646,2645,100,100,100,100,100.0
5050,0.8,andrea guzman,andrea s. guzman , Andrea S. Guzmán 1°,50277,50274,100,77,93,95,88.333
5051,0.86,liliana marina cancela,"liliana m. cancela 
"," Liliana M. Cancela 
1°",18466,18465,100,75,87,89,83.667
5052,0.65,flavia andrea bollati,flavia bollati , Flavia Bollati 1°,5769,5768,100,69,80,86,78.333
5053,0.54,liliana teresita tribbia,l. teresita tribbia ,"
L. Teresita Tribbia 1°",163283,115951,100,87,86,89,87.333
5054,0.54,roy cristian rivero,roy c. rivero , Roy C. Rivero 3°,48746,48743,100,57,77,86,73.333
5055,0.76,gaston ignacio pancrazio,gaston i. pancrazio , Gastón I. Pancrazio 3°,26459,26458,100,70,86,89,81.667
5056,0.85,mariana bernardini,"maria a. 
bernardi "," María A. 
Bernardi 2°",85494,85490,88,83,82,83,82.667
5057,0.85,ricardo rene ferrari,juan e. ferrario , Juan E. Ferrario 2°,37677,37675,60,65,51,61,59.0
5058,0.0,bertha baldi coronel,bertha baldi coronel , Bertha Baldi Coronel 3° ,26398,26397,100,100,100,100,100.0
5059,0.75,oscar samuel gershanik,oscar s. gershanik , Oscar S. Gershanik 2°,879,878,100,74,87,89,83.333
5060,0.93,emilia mabel gatto,"emilia m. gatto 
"," Emilia M. Gatto 
4°",95672,95666,100,76,88,87,83.667
5061,0.0,franco barrile,franco barrile,"
Franco Barrile",92476,92472,100,100,100,100,100.0
5062,0.0,maria paula cornejo,maria paula cornejo, Maria Paula Cornejo,15248,15247,100,100,100,100,100.0
5063,0.75,lucas ezequiel cabrera zapata,lucas e. cabrera zapata,"
Lucas E. Cabrera Zapata",25653,25652,100,74,86,90,83.333
5064,0.88,carla daniela cisternas,carla d. cisternas, Carla D. Cisternas,9949,9948,100,72,85,89,82.0
5065,0.0,maria julia cambiasso,maria julia cambiasso, Maria Julia Cambiasso ,7366,7365,100,100,100,100,100.0
5066,0.82,sebastian giusti,sebastian giunti,"
Sebastián Giunti",6500,6499,100,94,94,94,94.0
5067,0.0,tania veuthey,tania veuthey, Tania Veuthey,12166,12165,100,100,100,100,100.0
5068,0.75,sergio gonzalo benitez,sergio benitez ,"
Sergio Benitez 1°",59997,59994,100,67,78,86,77.0
5069,0.69,alicia mabel seltzer,alicia seltzer , Alicia Seltzer 2°,43933,43930,100,69,82,95,82.0
5070,0.62,cristian ariel acosta,cristian acosta , Cristian Acosta 1°,25770,25769,100,69,83,95,82.333
5071,0.0,mariano nicolas di guilmi,mariano nicolas di guilmi ,"
Mariano Nicolas Di Guilmi 1°",10888,10887,100,100,100,100,100.0
5072,0.0,maria eugenia gomez casati,maria eugenia gomez-casati , Maria Eugenia Gómez-Casati 1°2°,6984,6983,100,96,100,100,98.667
5073,0.0,luis ezequiel boero,luis ezequiel boero , Luis Ezequiel Boero 1°,26389,26388,100,100,100,100,100.0
5074,0.0,ana belen elgoyhen,"ana 
belen elgoyhen "," Ana 
Belen Elgoyhen 1°2° ",673,672,100,94,100,97,97.0
5075,0.0,hernan dieguez,hernan dieguez,Hernán Dieguez,77332,77328,100,100,100,100,100.0
5076,1.02,natalia romina milne,georgia milne, Georgia Milne,69518,69514,100,69,42,86,65.667
5077,0.0,maria florencia gonzalez fleitas,maria florencia gonzalez fleitas, María Florencia González Fleitas,23522,23521,100,100,100,100,100.0
5078,0.82,marcos luis aranda,marcos aranda, Marcos Aranda,23237,23236,100,62,84,95,80.333
5079,0.74,agustina iaquinandi murtagh,"agustina 
iaquinandi"," Agustina 
Iaquinandi",77390,77386,100,95,83,95,91.0
5080,0.83,pablo salas,pablo sande, Pablo Sande,172680,117981,100,73,73,73,73.0
5081,0.0,monica chianelli,monica chianelli, Mónica Chianelli,23366,23365,100,100,100,100,100.0
5082,0.33,maria ines keller sarmiento,ines keller sarmiento, Ines Keller Sarmiento,23486,23485,100,100,88,95,94.333
5083,0.78,ruth estela rosenstein,ruth rosenstein, Ruth Rosenstein,19252,19251,100,80,81,95,85.333
5084,0.0,damian dorfman,"damian 
dorfman"," Damián 
Dorfman  ",23293,23292,100,93,100,97,96.667
5085,0.84,agustina belen lara,agustin lara ,Agustin Lara 1°,25324,25323,100,69,77,86,77.333
5086,0.86,maria de los milagros martino,maria de los milagros azcueta , Maria de los Milagros Azcueta 1°,179775,124803,100,83,72,83,79.333
5087,0.0,emiliano marachlian,"emiliano marachlian 
"," Emiliano Marachlian 
1°2°3°",76842,76838,100,100,100,100,100.0
5088,0.0,nicolas pirez,nicolas pirez ,"
Nicolás Pírez 2°",32925,32923,100,100,100,100,100.0
5089,0.8,federico gasior,federico gascue , Federico Gascue 1°,71174,71170,100,80,80,80,80.0
5090,0.73,fernando federico locatelli,fernando locatelli , Fernando Locatelli 2°,4962,4961,100,76,80,86,80.667
5091,0.74,juan manuel solis,manuel solino,"
Manuel Soliño",67026,67022,100,88,73,73,78.0
5092,0.0,ester maria lopez,ester maria lopez, Ester María López,42181,42179,100,100,100,100,100.0
5093,0.72,laura romina caltana,laura caltana, Laura Caltana,7030,7029,100,69,79,86,78.0
5094,0.68,herminia alicia brusco,alicia brusco, Alicia Brusco,8180,8179,100,100,74,90,88.0
5095,0.65,juan jose lopez,juan jose lopez-costa, Juan José López-Costa ,14381,14380,100,100,83,95,92.667
5096,0.0,leonardo versaci,leonardo versaci ,"
Leonardo Versaci 1° ",19183,19182,100,100,100,100,100.0
5097,1.06,rodrigo laje,"rodrigo laje  

 universidad nacional de quilmes"," Rodrigo Laje 1°2° 

1° Universidad Nacional de Quilmes",55016,55013,100,100,43,90,77.667
5098,1.05,julia argentina carreras,"argentina 

 conicet"," Argentina 

2° CONICET",85800,85796,100,63,59,66,62.667
5099,1.16,rodolfo corti,"argentina 

focodefoco@gmail.com 

______________________________________________________________"," Argentina 

focodefoco@gmail.com 

______________________________________________________________ ",21723,21722,54,54,15,46,38.333
5100,0.0,carolina wedemeyer,carolina wedemeyer ,"
Carolina Wedemeyer 1°",19696,19695,100,100,100,100,100.0
5101,0.0,eleonora katz,eleonora katz , Eleonora Katz 1°2°,3049,3048,100,100,100,100,100.0
5102,0.0,ana belen elgoyhen,ana belen elgoyhen , Ana Belen Elgoyhen 1°3° ,673,672,100,100,100,100,100.0
5103,0.0,rodrigo manuel paz,rodrigo manuel paz,"
Rodrigo Manuel Paz",77142,77138,100,100,100,100,100.0
5104,0.42,florencia almeira gubiani,m. florencia almeira gubiani,M. Florencia Almeira Gubiani,12399,12398,100,100,96,95,97.0
5105,0.78,patricia andrea mathieu,paticia mathieu, Paticia Mathieu,10799,10798,100,67,79,86,77.333
5106,0.73,ana maria adamo,ana adamo., Ana Adamo.,8029,8028,100,80,75,86,80.333
5107,0.0,fernando cruz alsina,fernando cruz alsina,Fernando Cruz Alsina,55990,55987,100,100,100,100,100.0
5108,0.83,francisco javier rios,francisco javier hita, Francisco Javier Hita,12400,12399,100,86,76,86,82.667
5109,0.0,paula fontanet,paula fontanet, Paula Fontanet ,62009,62006,100,100,100,100,100.0
5110,0.0,dolores irala,dolores irala, Dolores Irala,62022,62019,100,100,100,100,100.0
5111,0.78,gustavo maron,gustavo, Gustavo ,181929,126883,100,100,70,90,86.667
5112,0.0,anabel alvarez julia,anabel alvarez julia,Anabel Alvarez Juliá,7176,7175,100,100,100,100,100.0
5113,0.0,beata fuchsova,beata fuchsova, Beata Fuchsova,1163,1162,100,100,100,100,100.0
5114,0.89,diego ramon alvarez,diego d alvarez,Diego D Alvarez,51249,51246,100,67,76,88,77.0
5115,0.79,damiana paula giacomini,damiana p giacomini, Damiana P Giacomini,91165,91161,100,79,90,90,86.333
5116,0.88,alejandro fabian schinder,alejandro  f schinder, Alejandro  F Schinder,4212,4211,100,76,89,90,85.0
5117,0.0,jorge mario andreau,jorge mario andreau,Jorge Mario Andreau1°2°3°,21091,21090,100,100,100,100,100.0
5118,0.0,ignacio santacroce,ignacio santacroce, Ignacio Santacroce3°,10990,10989,100,100,100,100,100.0
5119,0.89,maria colombo,jorge colombo, Jorge Colombo3°,176193,121361,100,69,69,69,69.0
5120,0.0,nathalie arnal,nathalie arnal,Nathalie Arnal1°,6879,6878,100,100,100,100,100.0
5121,0.7,carlos martin,carlos marra, Carlos Marra2°,17373,17372,100,83,80,80,81.0
5122,0.0,maria mercedes benedetto,maria mercedes benedetto,Maria Mercedes Benedetto1°,65168,65164,100,100,100,100,100.0
5123,0.0,maria luz quinteros quintana,maria luz quinteros quintana, Maria Luz Quinteros Quintana2°,58600,58597,100,100,100,100,100.0
5124,0.0,mario eduardo guido,mario eduardo guido, Mario Eduardo Guido1°,2664,2663,100,100,100,100,100.0
5125,0.84,ana maria anton,maria ana, Maria Ana ,5814,5813,100,89,75,86,83.333
5126,0.82,mariana busso,maria julia busso,Maria Julia Busso1°,13301,13300,100,69,73,80,74.0
5127,0.0,angeles salles,angeles salles, Angeles Salles1°,5158,5157,100,100,100,100,100.0
5128,0.0,mariano boccia,mariano boccia, Mariano Boccia2°,4764,4763,100,100,100,100,100.0
5129,0.69,ramiro angel maria freudenthal,ramiro freudenthal, Ramiro Freudenthal1°,5001,5000,100,78,75,86,79.667
5130,0.77,juan manuel caputo,juan manuel fausto caputo,Juan Manuel Fausto Caputo1°,126965,110213,100,89,84,95,89.333
5131,0.0,valeria laura burgos,valeria laura burgos, Valeria Laura Burgos1°,72775,72771,100,100,100,100,100.0
5132,0.8,lucas damian catalano,lucas damian costa, Lucas Damian Costa1°,91403,91399,100,89,82,82,84.333
5133,1.03,javier esteban vicuna,javier i. cuneo, Javier I. Cuneo1°,117724,102291,100,53,46,61,53.333
5134,0.71,nicolas mari,nicolas, Nicolas ,8364,8363,100,100,74,90,88.0
5135,0.75,laura casalins,mariana laura casalia,Mariana Laura Casalia1°,23203,23202,100,89,69,86,81.333
5136,0.78,juan cruz carrizo,juan cruz casabona, Juan Cruz Casabona1°,93477,93472,100,76,74,74,74.667
5137,0.52,veronica lucia cavaliere candedo,veronica cavaliere candedo, Veronica Cavaliere Candedo1°,8133,8132,100,77,90,95,87.333
5138,0.5,maria isabel farias,isabel farias, Isabel Farias1°,108192,101478,100,100,81,95,92.0
5139,0.57,joaquin aras,joaquin, Joaquin ,94323,94317,100,100,74,90,88.0
5140,0.81,mariela sandra juana chertoff,mariela chertoff,Mariela Chertoff1°,22060,22059,100,69,71,86,75.333
5141,0.64,carolina alberto,carolina alberca, Carolina Alberca1°,66206,66202,100,88,88,88,88.0
5142,0.81,bruno gabriel berardino,bruno berardino, Bruno Berardino1°,44088,44085,100,80,79,86,81.667
5143,0.0,eduardo canepa,eduardo canepa, Eduardo Cánepa1°,1495,1494,100,100,100,100,100.0
5144,0.0,maria milagros correa,maria milagros correa,Maria Milagros Correa1°,74656,74652,100,100,100,100,100.0
5145,0.0,maria elena arce,maria elena arce, Maria Elena Arce1°,16717,16716,100,100,100,100,100.0
5146,0.0,lucia beatriz fuentes,lucia beatriz fuentes, Lucia Beatriz Fuentes1°,20739,20738,100,100,100,100,100.0
5147,0.0,gladys maria ciuffo,gladys maria ciuffo, Gladys Maria Ciuffo2°,51472,51469,100,100,100,100,100.0
5148,0.68,coullery romina,romina coullery,Romina Coullery,8258,8257,100,53,100,95,82.667
5149,1.03,andrea scroca,lucas eneas cromberg,Lucas Eneas Cromberg,88559,88555,46,62,36,56,51.333
5150,0.0,trinidad maria de los milagros saez,trinidad maria de los milagros saez, Trinidad Maria de los Milagros Saez,43205,43202,100,100,100,100,100.0
5151,0.0,maria gabriela otero,maria gabriela otero, Maria Gabriela Otero,42112,42110,100,100,100,100,100.0
5152,0.93,victoria rio,victorio pozo, Victorio Pozo ,35590,35588,75,75,72,72,73.0
5153,0.0,ana damianich,ana damianich*,Ana Damianich*,61411,61408,100,100,100,100,100.0
5154,0.64,sonia lorena espindola,sonia espindola*, Sonia Espindola*,9737,9736,100,84,81,95,86.667
5155,0.51,maria elena avale,elena avale, Elena Avale,2839,2838,100,100,79,90,89.667
5156,0.82,valentina martinez damonte,valentina damonte,Valentina Damonte1°,10976,10975,100,76,79,86,80.333
5157,0.0,eduardo javier lopez soto,eduardo javier lopez soto, Eduardo Javier López Soto1°,8531,8530,100,100,100,100,100.0
5158,0.0,emilio roman mustafa,emilio roman mustafa, Emilio Román Mustafa1°,59837,59834,100,100,100,100,100.0
5159,0.0,silvia rodriguez,silvia rodriguez, Silvia Rodriguez1°,37836,37834,100,100,100,100,100.0
5160,0.9,mariana rios,mario, Mario ,49909,49906,80,80,59,72,70.333
5161,0.0,victor danelon,victor danelon,Víctor Danelon,78891,78887,100,100,100,100,100.0
5162,0.82,andrea beatriz cragnolini,andrea cragnolini, Andrea Cragnolini,17179,17178,100,76,81,95,84.0
5163,0.0,laura montroull,laura montroull, Laura Montroull,48750,48747,100,100,100,100,100.0
5164,0.69,hugo daniel masco,daniel masco, Daniel Masco,20288,20287,100,100,83,95,92.667
5165,0.55,marisa cristina monzon,cristina monzon, Cristina Monzón,39600,39598,100,100,81,95,92.0
5166,0.0,guillermo lanuza,guillermo lanuza, Guillermo Lanuza,3123,3122,100,100,100,100,100.0
5167,0.0,edith sandra durand,edith sandra durand,Edith Sandra Durand1°,18027,18026,100,100,100,100,100.0
5168,0.77,mauricio raul galiano,mauricio r. galiano, Mauricio R. Galiano1°,22843,22842,100,84,92,90,88.667
5169,0.92,christopher brian anderson,christophe bosc, Christophe Bosc2°,6430,6429,73,80,59,72,70.333
5170,0.81,andrea lis miranda,andrea l. miranda, Andrea L. Miranda1°,60744,60741,100,88,94,91,91.0
5171,0.99,ana lia frank,r. frank, R. Frank3°,81895,81891,100,75,60,86,73.667
5172,1.0,ana mercedes patricia merlo,a., A. ,35296,35294,100,50,7,60,39.0
5173,1.18,leonardo erijman,emil palecek; elizabeth a. jares-erijman; thomas m. jovin,Emil Palecek4°; Elizabeth A. Jares-Erijman5°; Thomas M. Jovin1°,19306,19305,100,56,38,86,60.0
5174,0.0,gimena fernandez,gimena fernandez,Gimena Fernández1°,15288,15287,100,100,100,100,100.0
5175,0.0,maria victoria frassa,maria victoria frassa, Maria Victoria Frassa1°,15225,15224,100,100,100,100,100.0
5176,0.0,pablo nicolas de francesco,pablo nicolas de francesco, Pablo Nicolás De Francesco1°,15202,15201,100,100,100,100,100.0
5177,0.73,marina cabral,agustina cabral, Agustina Cabral1°,54813,54810,100,77,43,79,66.333
