,autor,afiliacion,titulo,tema,primer_autor
7,Miriam Beatriz Virgolini," IFEC-CONICET, Departamento de Farmacología, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba, Córdoba, Argentina.",Involvement of cannabinoid CB1 receptor in stress-induced enhancement of extracellular glutamate in nucleus accumbens core after extinction of cocaine-conditioned place preference,Neurochemistry and Neuropharmacology,
8,Liliana Marina Cancela," IFEC-CONICET, Departamento de Farmacología, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba, Córdoba, Argentina.",Involvement of cannabinoid CB1 receptor in stress-induced enhancement of extracellular glutamate in nucleus accumbens core after extinction of cocaine-conditioned place preference,Neurochemistry and Neuropharmacology,
0,Daiana Rigoni," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
1,M. Julieta Boezio," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
2,M. Paula Avalos," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
3,Andrea S. Guzmán," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
4,Marianela A. Sánchez," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
5,Mariano Bisbal," Instituto Ferreyra (INIMEC-CONICET-Universidad Nacional de Córdoba), Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
6,Liliana M. Cancela," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
7,Flavia Bollati," IFEC- CONICET. Departamento de Farmacología, Fac. De Ciencias Químicas, Universidad Nacional de Córdoba, Argentina.",Essential role for Rac1 in chronic stress- induced sensitization to cocaine in nucleus accumbens.,Neurochemistry and Neuropharmacology,
0,Luciana Medina," IMMCA  Instituto de Investigación en Medicina Molecular y Celular Aplicada (CONICET - UNT – SIPROSA), Tucumán, Argentina",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
1,María Florencia González Lizárraga," IMMCA  Instituto de Investigación en Medicina Molecular y Celular Aplicada (CONICET - UNT – SIPROSA), Tucumán, Argentina",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
2,Sabrina Sequeira," IMMCA  Instituto de Investigación en Medicina Molecular y Celular Aplicada (CONICET - UNT – SIPROSA), Tucumán, Argentina",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
3,Rita Raisman-Vozari," ICM - Institut du Cerveau et de la Moelle Epinière - Hôpital Pitié Salpêtrière , Paris, France",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
4,Sergio Benjamín Socías," IMMCA  Instituto de Investigación en Medicina Molecular y Celular Aplicada (CONICET - UNT – SIPROSA), Tucumán, Argentina",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
5,Rosana Nieves Chehín," IMMCA  Instituto de Investigación en Medicina Molecular y Celular Aplicada (CONICET - UNT – SIPROSA), Tucumán, Argentina",Doxycycline modifies tau fibrillization and reduces its toxicity,Neurochemistry and Neuropharmacology,
0,Marina Rademacher," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
1,Carolina Marcucci," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
2,Fabiola Kamecki," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
3,Juan Manuel Anselmi Relats," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
4,Hernán Gerónimo Bach," Instituto Nacional de Tecnología Agropecuaria (INTA). Instituto de Recursos Biológicos. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
5,Marcelo Luis Wagner," Universidad de Buenos Aires. Facultad de Farmacia y Bioquímica. Departamento de Farmacología. Cátedra de Farmacobotánica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
6,Rafael Alejandro Ricco," Universidad de Buenos Aires. Facultad de Farmacia y Bioquímica. Departamento de Farmacología. Cátedra de Farmacobotánica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
7,Natalia Colettis," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
8,Mariel Marder," Universidad de Buenos Aires. Consejo Nacional de lnvestigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB). Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina","The argentine valerian species, Valeriana carnosa, as a MAO-A inhibitor with antidepressant -like effects in mice.",Neurochemistry and Neuropharmacology,
0,Paola Rodríguez," Departamento de Neurofarmacología Experimental, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
1,Jessika Urbanavicius," Departamento de Neurofarmacología Experimental, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
2,José Pedro Prieto," Departamento de Neurofarmacología Experimental, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
3,Sara Fabius," Departamento de Neurofarmacología Experimental, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
4,Ana Laura Reyes," Centro Uruguayo de Imageneología Molecular, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
5,Valclav Havel," Department of Chemistry, Columbia University, New York – United States",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
6,Dalibor Sames," Department of Chemistry, Columbia University, New York – United States",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
7,Cecilia Scorza," Departamento de Neurofarmacología Experimental, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo – Uruguay",RECENT ADVANCES IN PSYCHEDELIC DRUGS REASEARCH: ANTIDEPRESSANT-LIKE EFFECT AFTER A SINGLE DOSE OF IBOGAINE OR ITS METABOLITE NORIBOGAINE IN RATS,Neurochemistry and Neuropharmacology,
0,Jessika Urbanavicius," Deparatment of Experimental Neuropharmacology, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
1,Neielly S Rodrigues," Department of Pharmacology, Medical School of Ribeirao Preto, University of Sao Paulo, Brazil","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
2,Julieta Pomi," Deparatment of Experimental Neuropharmacology, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
3,Ximena López," Deparatment of Experimental Neuropharmacology, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
4,Francisco S Guimaraes," Department of Pharmacology, Medical School of Ribeirao Preto, University of Sao Paulo, Brazil","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
5,Cecilia Scorza," Deparatment of Experimental Neuropharmacology, Instituto de Investigaciones Biológicas Clemente Estable, Montevideo, Uruguay","Preclinical evidence for the atypical antipsychotic-like profile of Cannabidiol: effect on the extracelullar levels of DA in the prefrontal cortex, and a 5-HT1A-mediated mechanism",Neurochemistry and Neuropharmacology,
0,Anabella Ayelen Di Pietro," Departamento de Química Biológica, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
1,Victoria Sofia Berenice Wies Mancini," Departamento de Química Biológica, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
2,Marianela Vence," Departamento de Química Biológica, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
3,Juana Maria Pasquini," Departamento de Química Biológica, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
4,Jorge Daniel Correale," Instituto de Investigaciones Neurológicas Dr. Raúl Carrea, FLENI, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
5,Laura Andrea Pasquini," Departamento de Química Biológica, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB), Facultad de Farmacia y Bioquímica, Universidad de Buenos Aires-CONICET, Buenos Aires, Argentina.",Evaluation of microglial depletion followed by repopulation in chronic CPZ-induced demyelination,Neurochemistry and Neuropharmacology,
0,Karen M. Stefani," Instituto de Biología Celular y Neurociencia Prof. E. De Robertis, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina",The BDNF pathway in a model of enhanced neurogenesis via depletion of serotonin,Neurochemistry and Neuropharmacology,
1,Rocío B. Foltran," Instituto de Biología Celular y Neurociencia Prof. E. De Robertis, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina",The BDNF pathway in a model of enhanced neurogenesis via depletion of serotonin,Neurochemistry and Neuropharmacology,
2,Agustina Resasco," Instituto de Biología Celular y Neurociencia Prof. E. De Robertis, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina",The BDNF pathway in a model of enhanced neurogenesis via depletion of serotonin,Neurochemistry and Neuropharmacology,
3,Antonela Bonafina," Instituto de Biología Celular y Neurociencia Prof. E. De Robertis, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina",The BDNF pathway in a model of enhanced neurogenesis via depletion of serotonin,Neurochemistry and Neuropharmacology,
4,Silvina L. Diaz," Instituto de Biología Celular y Neurociencia Prof. E. De Robertis, CONICET - Universidad de Buenos Aires, Buenos Aires, Argentina",The BDNF pathway in a model of enhanced neurogenesis via depletion of serotonin,Neurochemistry and Neuropharmacology,
0,Federico Zamberlan," Laboratorio de Neurociencia Cognitiva Computacional (COCUCO), DF, UBA",Predicting olfactory perception using deep learning algorithms,Neurochemistry and Neuropharmacology,
1,Camila Sanz," Laboratorio de Neurociencia Cognitiva Computacional (COCUCO), DF, UBA",Predicting olfactory perception using deep learning algorithms,Neurochemistry and Neuropharmacology,
2,Laura Alethia de la Fuente," Laboratorio de Neurociencia Cognitiva Computacional (COCUCO), DF, UBA",Predicting olfactory perception using deep learning algorithms,Neurochemistry and Neuropharmacology,
3,Enzo Tagliazucchi," Laboratorio de Neurociencia Cognitiva Computacional (COCUCO), DF, UBA",Predicting olfactory perception using deep learning algorithms,Neurochemistry and Neuropharmacology,
0,Alethia de la Fuente," Buenos Aires Physics Institute (IFIBA) and Physics Department, University of Buenos Aires",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
1,Sofía Schurmann Vignaga," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
2,Pilar Prado," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
3,Rosario Figueras," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
4,Lucia Lizaso," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
5,Facundo Manes," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
6,Marcelo Cetkovich," Institute of Cognitive and Translational Neuroscience (INCYT), INECO Foundation, Favaloro University, Buenos Aires, Argentina.",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
7,Enzo Tagliazucchi," Buenos Aires Physics Institute (IFIBA) and Physics Department, University of Buenos Aires",Executive deficits in early use of cocaine: Structural and functional signatures of caudate depend upon route of administration,Neurochemistry and Neuropharmacology,
0,Rossana Rauti," International School for Advanced Studies (SISSA), Via Bonomea, ",Bilirubin disrupts calcium homeostasis in neonatal hippocampal neurons: a new pathway of neurotoxicity,Neurochemistry and Neuropharmacology,
1,Mohammed Qaisiya," College of Pharmacy and Medical Sciences, Hebron University, West Bank, Hebron, Palestine",Bilirubin disrupts calcium homeostasis in neonatal hippocampal neurons: a new pathway of neurotoxicity,Neurochemistry and Neuropharmacology,
2,Claudio Tiribelli," Fondazione Italiana Fegato (FIF), Bldg Q-AREA Science Park Basovizza, SS",Bilirubin disrupts calcium homeostasis in neonatal hippocampal neurons: a new pathway of neurotoxicity,Neurochemistry and Neuropharmacology,
3,Laura Ballerini," International School for Advanced Studies (SISSA), Via Bonomea, ",Bilirubin disrupts calcium homeostasis in neonatal hippocampal neurons: a new pathway of neurotoxicity,Neurochemistry and Neuropharmacology,
4,Cristina Bellarosa," Fondazione Italiana Fegato (FIF), Bldg Q-AREA Science Park Basovizza, SS",Bilirubin disrupts calcium homeostasis in neonatal hippocampal neurons: a new pathway of neurotoxicity,Neurochemistry and Neuropharmacology,
0,María Cecilia Gutiérrez," Department of Pharmacology, FCQ, UNC - IFEC (CONICET). Córdoba, Argentina.",BDNF-TrkB signalling in nucleus accumbens shell is implicated in perinatal protein malnutrition-induced anhedonia,Neurochemistry and Neuropharmacology,
1,María Cecilia Perondi," Department of Pharmacology, FCQ, UNC - IFEC (CONICET). Córdoba, Argentina.",BDNF-TrkB signalling in nucleus accumbens shell is implicated in perinatal protein malnutrition-induced anhedonia,Neurochemistry and Neuropharmacology,
2,Gabriel Cuadra," Department of Pharmacology, FCQ, UNC - IFEC (CONICET). Córdoba, Argentina.",BDNF-TrkB signalling in nucleus accumbens shell is implicated in perinatal protein malnutrition-induced anhedonia,Neurochemistry and Neuropharmacology,
3,Analía Valdomero," Department of Pharmacology, FCQ, UNC - IFEC (CONICET). Córdoba, Argentina.",BDNF-TrkB signalling in nucleus accumbens shell is implicated in perinatal protein malnutrition-induced anhedonia,Neurochemistry and Neuropharmacology,
0,Fabiola Kamecki," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
1,Carolina Marcucci," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
2,Mariela Ferreira-Gomes," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
3,Laureano Sabatier," Universidad Nacional de La Plata, Facultad de Ciencias Exactas, Departamento de Ciencias Biológicas. Laboratorio de Investigación y Desarrollo de Bioactivos (LIDeB), Química Medicinal. La Plata, Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
4,Damijan Knez," University of Ljubljana, Faculty of Pharmacy, Ljubljana, Slovenia.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
5,Marina Rademacher," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
6,Alejandra Marcos," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
7,Felicitas de Tezanos Pinto," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
8,Luciana Gavernet," Universidad Nacional de La Plata, Facultad de Ciencias Exactas, Departamento de Ciencias Biológicas. Laboratorio de Investigación y Desarrollo de Bioactivos (LIDeB), Química Medicinal. La Plata, Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
9,Natalia Colettis," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
10,Mariel Marder," Universidad de Buenos Aires. Consejo Nacional de Investigaciones Científicas y Técnicas. Instituto de Química y Fisicoquímica Biológicas Prof. Dr. Alejandro C. Paladini (IQUIFIB), Facultad de Farmacia y Bioquímica. Buenos Aires, Argentina.","2’-HYDROXY-4’,5’-DIMETHYL-4-DIMETHYLAMINOCHALCONE, A NOVEL FLUORESCENT FLAVONOID WITH CAPACITY TO DETECT ALUMINIUM IN CELLS AND MODULATE ALZHEIMER’S DISEASE TARGETS",Neurochemistry and Neuropharmacology,
0,Natalia Capriotti," Laboratorio de Neurobiología de Insectos, Centro Regional de Estudios Genómicos. Facultad de Ciencias Exactas, Universidad Nacional de La Plata, Bvd ",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
1,Juan Ianowski," Department of Anatomy, Physiology, and Pharmacology; University of Saskatchewan, Saskatoon, SK, Canada S",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
2,Sheila Ons," Laboratorio de Neurobiología de Insectos, Centro Regional de Estudios Genómicos. Facultad de Ciencias Exactas, Universidad Nacional de La Plata, Bvd ",The neuropeptide RhoprCCHamide2 inhibits serotonin-stimulated transcellular Na+ transport in Rhodnius prolixus.,Neuroendocrinology and Neuroimmunology,
0,Mariano Volonté, CREG - UNLP,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
1,Valeria Silva Moeller, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
2,Angelina Palacios Muñoz, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
3,Lía Frenkel, IB,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
4,John Ewer, CINV - UV,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
5,Sheila Ons, CREG - UNLP,Orcokinin neuropeptides inhibit courtship and are involved in the regulation of other innate behaviors in the fruit fly Drosophila melanogaster,Neuroendocrinology and Neuroimmunology,
0,Gonzalo Piñero,"[' Universidad de Buenos Aires, Facultad de Farmacia y Bioquímica, Departamento de Química Biológica, Cátedra de Química Biológica Patológica. Buenos Aires, Argentina.', ' CONICET - Universidad de Buenos Aires, Instituto de Química y Fisicoquímica Biológicas (IQUIFIB). Buenos Aires, Argentina.']",Bone marrow cell transplant plays an immunomodulatory role in a reversible model of Wallerian degeneration in mice.,Neuroendocrinology and Neuroimmunology,
